Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
NOS3	4846	Hypertension, Portal	C0020541	disease	Digestive System Diseases	Disease or Syndrome	100	1	0.51	no reported evidence	0.0	4	0	2000.0	2008.0
PPARG	5468	Kidney Failure, Acute	C0022660	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	309	8	0.51	no reported evidence	1.0	5	0	2007.0	2014.0
PPARG	5468	Familial Partial Lipodystrophy, Type 2	C1720860	disease	Nutritional and Metabolic Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	13	23	0.51	no reported evidence	1.0	3	0	2007.0	2009.0
NOS3	4846	Diaphragmatic Hernia	C0019284	phenotype	Pathological Conditions, Signs and Symptoms	Anatomical Abnormality	63	2	0.5	no reported evidence		2	0	1995.0	1997.0
NOS3	4846	Pulmonary Hypertension	C0020542	phenotype	Respiratory Tract Diseases	Pathologic Function	150	2	0.5	no reported evidence		4	0	2006.0	2011.0
NOS3	4846	Kidney Failure, Acute	C0022660	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	309	8	0.5	no reported evidence		2	1	1998.0	2017.0
NOS3	4846	Gastric ulcer	C0038358	disease	Digestive System Diseases	Disease or Syndrome	94	7	0.5	no reported evidence		2	0	2009.0	2017.0
NOS3	4846	Coronary Artery Disease	C1956346	disease	Cardiovascular Diseases	Disease or Syndrome	980	861	0.5	no reported evidence	0.94	106	3	1996.0	2018.0
PPARG	5468	Diabetes Mellitus	C0011849	group	Endocrine System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1506	440	0.5	no reported evidence	0.9367089	82	5	1999.0	2016.0
PPARG	5468	Diabetes Mellitus, Non-Insulin-Dependent	C0011860	disease	Endocrine System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1671	1522	0.5	no reported evidence	0.9528796	203	16	1998.0	2018.0
PPARG	5468	Colon Carcinoma	C0699790	disease		Neoplastic Process	2090	240	0.5	no reported evidence	0.9767442	44	7	1998.0	2017.0
PPARG	5468	Familial Partial Lipodystrophy, Type 1	C1720859	disease	Nutritional and Metabolic Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	10	0	0.5	no reported evidence		2	0	2007.0	2009.0
HFE	3077	Autism Spectrum Disorders	C1510586	disease	Mental Disorders	Mental or Behavioral Dysfunction	571	436	0.41	no reported evidence	1.0	3	1	2009.0	2018.0
HFE	3077	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.9583333	26	3	2001.0	2016.0
HFE	3077	Hemochromatosis	C0018995	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	83	22	0.4	no reported evidence	0.9535519	407	10	1987.0	2018.0
HFE	3077	Hepatitis C	C0019196	disease	Digestive System Diseases; Virus Diseases	Disease or Syndrome	782	89	0.4	no reported evidence	0.9583333	25	4	1998.0	2014.0
HFE	3077	Parkinson Disease	C0030567	disease	Nervous System Diseases	Disease or Syndrome	1063	636	0.4	no reported evidence	0.7777778	10	3	2002.0	2017.0
HFE	3077	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7 (finding)	C2673520	phenotype		Finding	1	1	0.4	no reported evidence		12	1	1996.0	2008.0
NOS3	4846	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.9411765	17	1	1999.0	2016.0
NOS3	4846	Arteriosclerosis	C0003850	disease	Cardiovascular Diseases	Disease or Syndrome	1086	121	0.4	no reported evidence	0.9423077	53	2	1999.0	2016.0
NOS3	4846	Atherosclerosis	C0004153	disease	Cardiovascular Diseases	Disease or Syndrome	1133	131	0.4	no reported evidence	0.9795918	54	2	1999.0	2016.0
NOS3	4846	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.4	no reported evidence	1.0	13	2	2004.0	2012.0
NOS3	4846	Cardiovascular Diseases	C0007222	group	Cardiovascular Diseases	Disease or Syndrome	786	197	0.4	no reported evidence	0.9285714	59	3	1997.0	2018.0
NOS3	4846	Coronary Arteriosclerosis	C0010054	disease	Cardiovascular Diseases	Disease or Syndrome	759	189	0.4	no reported evidence	0.9642857	59	1	1996.0	2018.0
NOS3	4846	Coronary Artery Vasospasm	C0010073	disease	Cardiovascular Diseases	Disease or Syndrome	19	6	0.4	no reported evidence	1.0	24	1	1998.0	2016.0
NOS3	4846	Diabetes Mellitus, Insulin-Dependent	C0011854	disease	Endocrine System Diseases; Immune System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	955	775	0.4	no reported evidence	1.0	12	2	2000.0	2015.0
NOS3	4846	Diabetic Nephropathy	C0011881	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	560	110	0.4	no reported evidence	0.9583333	25	3	1999.0	2016.0
NOS3	4846	Heart failure	C0018801	disease	Cardiovascular Diseases	Disease or Syndrome	814	91	0.4	no reported evidence	0.8461538	15	2	2008.0	2016.0
NOS3	4846	Congestive heart failure	C0018802	disease	Cardiovascular Diseases	Disease or Syndrome	883	65	0.4	no reported evidence	0.875	18	2	2003.0	2016.0
NOS3	4846	Myocardial Ischemia	C0151744	disease	Cardiovascular Diseases	Disease or Syndrome	447	44	0.4	no reported evidence	1.0	11	1	2002.0	2016.0
NOS3	4846	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.4	no reported evidence	1.0	12	1	2003.0	2015.0
NOS3	4846	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.4	no reported evidence	1.0	13	2	2004.0	2012.0
PPARG	5468	Adenocarcinoma	C0001418	group	Neoplasms	Neoplastic Process	1711	67	0.4	no reported evidence	0.9090909	13	0	1998.0	2014.0
PPARG	5468	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.8928571	29	6	2000.0	2017.0
PPARG	5468	Atherosclerosis	C0004153	disease	Cardiovascular Diseases	Disease or Syndrome	1133	131	0.4	no reported evidence	1.0	40	2	1999.0	2017.0
PPARG	5468	Colonic Neoplasms	C0009375	group	Digestive System Diseases; Neoplasms	Neoplastic Process	777	24	0.4	no reported evidence	0.75	13	0	2003.0	2010.0
PPARG	5468	Colorectal Carcinoma	C0009402	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2931	539	0.4	no reported evidence	0.8823529	34	4	2000.0	2015.0
PPARG	5468	Diabetic Nephropathy	C0011881	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	560	110	0.4	no reported evidence	1.0	13	2	2004.0	2017.0
PPARG	5468	Insulin Resistance	C0021655	phenotype	Nutritional and Metabolic Diseases	Pathologic Function	80	45	0.4	no reported evidence		3	0	2006.0	2011.0
PPARG	5468	Lipodystrophy	C0023787	disease	Nutritional and Metabolic Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	112	19	0.4	no reported evidence	1.0	16	5	2002.0	2015.0
PPARG	5468	Malignant neoplasm of stomach	C0024623	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2397	341	0.4	no reported evidence	1.0	14	2	1999.0	2016.0
PPARG	5468	Metabolic Diseases	C0025517	group	Nutritional and Metabolic Diseases	Disease or Syndrome	420	21	0.4	no reported evidence	1.0	13	2	2006.0	2016.0
PPARG	5468	Thyroid Neoplasm	C0040136	disease	Endocrine System Diseases; Neoplasms	Neoplastic Process	475	35	0.4	no reported evidence	1.0	17	0	2002.0	2016.0
PPARG	5468	Dyslipidemias	C0242339	group	Nutritional and Metabolic Diseases	Disease or Syndrome	215	48	0.4	no reported evidence	1.0	14	2	2000.0	2016.0
PPARG	5468	Thyroid carcinoma	C0549473	disease	Endocrine System Diseases; Neoplasms	Neoplastic Process	720	81	0.4	no reported evidence	1.0	22	0	2000.0	2016.0
PPARG	5468	Colorectal Cancer	C1527249	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3298	955	0.4	no reported evidence	0.90625	32	6	2001.0	2015.0
PPARG	5468	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.4	no reported evidence	0.95	20	0	2003.0	2018.0
PPARG	5468	Colorectal Neoplasms	C0009404	group	Digestive System Diseases; Neoplasms	Neoplastic Process	1072	226	0.39	no reported evidence	1.0	10	1	2002.0	2011.0
PPARG	5468	Crohn Disease	C0010346	disease	Digestive System Diseases	Disease or Syndrome	911	956	0.39	no reported evidence	1.0	9	2	2005.0	2016.0
PPARG	5468	Degenerative polyarthritis	C0029408	disease	Musculoskeletal Diseases	Disease or Syndrome	975	92	0.39	no reported evidence	1.0	10	0	2002.0	2016.0
PPARG	5468	Papillary thyroid carcinoma	C0238463	disease	Endocrine System Diseases; Neoplasms	Neoplastic Process	570	74	0.39	no reported evidence	1.0	9	0	2001.0	2015.0
PPARG	5468	Malignant neoplasm of pancreas	C0346647	disease	Digestive System Diseases; Endocrine System Diseases; Neoplasms	Neoplastic Process	1845	136	0.39	no reported evidence	1.0	10	2	2000.0	2015.0
NOS3	4846	Chronic Obstructive Airway Disease	C0024117	disease	Respiratory Tract Diseases	Disease or Syndrome	668	408	0.38	no reported evidence	1.0	8	0	2003.0	2016.0
NOS3	4846	Pre-Eclampsia	C0032914	phenotype	Female Urogenital Diseases and Pregnancy Complications	Pathologic Function	151	2	0.38	no reported evidence		8	0	2002.0	2009.0
NOS3	4846	Hyperglycemia	C0020456	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	487	37	0.37	no reported evidence	1.0	7	1	2001.0	2015.0
NOS3	4846	Male infertility	C0021364	disease	Male Urogenital Diseases	Disease or Syndrome	262	72	0.37	no reported evidence	0.8571429	7	1	2008.0	2017.0
HFE	3077	MYELODYSPLASTIC SYNDROME	C3463824	group	Hemic and Lymphatic Diseases	Neoplastic Process	682	53	0.36	no reported evidence	0.8333333	6	2	2003.0	2016.0
NOS3	4846	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.36	no reported evidence		8	0	2004.0	2009.0
PPARG	5468	melanoma	C0025202	disease	Neoplasms	Neoplastic Process	2453	389	0.36	no reported evidence	1.0	8	0	2002.0	2018.0
NOS3	4846	Atrial Fibrillation	C0004238	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	287	216	0.35	no reported evidence	1.0	6	1	2002.0	2012.0
NOS3	4846	Cerebral Infarction	C0007785	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	282	32	0.35	no reported evidence	1.0	5	1	1999.0	2017.0
NOS3	4846	Prostatic Neoplasms	C0033578	group	Male Urogenital Diseases; Neoplasms	Neoplastic Process	1553	25	0.35	no reported evidence	1.0	6	0	2002.0	2012.0
PPARG	5468	Liver neoplasms	C0023903	group	Digestive System Diseases; Neoplasms	Neoplastic Process	1320	7	0.35	no reported evidence	0.8	6	0	2003.0	2018.0
PPARG	5468	Heart failure	C0018801	disease	Cardiovascular Diseases	Disease or Syndrome	814	91	0.34	no reported evidence	1.0	5	0	2003.0	2017.0
PPARG	5468	Congestive heart failure	C0018802	disease	Cardiovascular Diseases	Disease or Syndrome	883	65	0.34	no reported evidence	0.75	5	0	2009.0	2017.0
PPARG	5468	Pancreatic Neoplasm	C0030297	disease	Digestive System Diseases; Endocrine System Diseases; Neoplasms	Neoplastic Process	664	13	0.34	no reported evidence	1.0	6	0	2000.0	2016.0
PPARG	5468	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.34	no reported evidence	1.0	6	0	2005.0	2018.0
NOS3	4846	Septicemia	C0036690	disease	Bacterial Infections and Mycoses; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	467	63	0.33	no reported evidence	0.3333333	4	1	2009.0	2015.0
NOS3	4846	Sepsis	C0243026	disease	Bacterial Infections and Mycoses; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	528	63	0.33	no reported evidence	0.3333333	4	1	2009.0	2015.0
NOS3	4846	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.33	no reported evidence	1.0	5	1	1999.0	2010.0
PPARG	5468	Psoriasis	C0033860	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	817	636	0.33	no reported evidence	1.0	3	0	2000.0	2006.0
PPARG	5468	Thyroid Gland Follicular Adenoma	C0151468	disease	Endocrine System Diseases; Neoplasms	Neoplastic Process	133	4	0.33	no reported evidence	1.0	4	0	2004.0	2012.0
PPARG	5468	Malignant neoplasm of liver	C0345904	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	804	37	0.33	no reported evidence	1.0	4	0	2006.0	2015.0
HFE	3077	Alcohol abuse	C0085762	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	106	106	0.32	no reported evidence	1.0	3	1	2003.0	2016.0
NOS3	4846	Anoxia	C0003130	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	287	0	0.32	no reported evidence		3	0	2000.0	2008.0
NOS3	4846	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.32	no reported evidence	1.0	2	1	2006.0	2016.0
NOS3	4846	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.32	no reported evidence	0.5	4	0	2004.0	2014.0
NOS3	4846	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.32	no reported evidence	0.5	4	0	2004.0	2014.0
NOS3	4846	Hyperinsulinism	C0020459	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	376	33	0.32	no reported evidence	1.0	2	1	2008.0	2009.0
PPARG	5468	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.32	no reported evidence	0.5	4	2	2005.0	2013.0
PPARG	5468	Inflammation	C0021368	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	428	18	0.32	no reported evidence		4	0	2006.0	2011.0
PPARG	5468	Stomach Neoplasms	C0038356	group	Digestive System Diseases; Neoplasms	Neoplastic Process	834	23	0.32	no reported evidence		4	0	2003.0	2009.0
PPARG	5468	Leukostasis	C0282548	disease	Hemic and Lymphatic Diseases	Disease or Syndrome	9	0	0.32	no reported evidence	1.0	3	0	2002.0	2012.0
HFE	3077	Cardiomyopathy, Dilated	C0007193	group	Cardiovascular Diseases	Disease or Syndrome	418	387	0.31	strong		1	0	2006.0	2006.0
HFE	3077	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.31	no reported evidence	1.0	3	0	2004.0	2014.0
NOS3	4846	Abruptio Placentae	C0000832	phenotype	Female Urogenital Diseases and Pregnancy Complications	Pathologic Function	8	0	0.31	no reported evidence		2	0	2001.0	2005.0
NOS3	4846	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.31	no reported evidence	1.0	3	1	1999.0	2011.0
NOS3	4846	Cardiomegaly	C0018800	phenotype	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Finding	158	0	0.31	no reported evidence		5	0	2002.0	2009.0
NOS3	4846	Hypertension, Renovascular	C0020545	disease	Cardiovascular Diseases; Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	46	2	0.31	no reported evidence	1.0	2	1	2005.0	2008.0
NOS3	4846	Ischemia	C0022116	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	103	0	0.31	no reported evidence		2	0	2004.0	2007.0
NOS3	4846	Malignant neoplasm of stomach	C0024623	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2397	341	0.31	no reported evidence	1.0	2	0	2005.0	2006.0
NOS3	4846	Reperfusion Injury	C0035126	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Injury or Poisoning	109	0	0.31	no reported evidence		2	0	2004.0	2011.0
NOS3	4846	Uremia	C0041948	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	66	0	0.31	no reported evidence	1.0	2	0	2009.0	2015.0
NOS3	4846	Pregnancy associated hypertension	C0852036	disease	Cardiovascular Diseases; Female Urogenital Diseases and Pregnancy Complications	Disease or Syndrome	19	0	0.31	no reported evidence		2	0	2002.0	2009.0
NOS3	4846	Severe Sepsis	C1719672	disease	Bacterial Infections and Mycoses; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	102	16	0.31	no reported evidence	0.0	2	1	2010.0	2011.0
PPARG	5468	Barrett Esophagus	C0004763	disease	Digestive System Diseases; Neoplasms	Disease or Syndrome	322	40	0.31	no reported evidence	1.0	2	0	2004.0	2011.0
PPARG	5468	Lipoatrophic Diabetes Mellitus	C0011859	disease	Endocrine System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	10	0	0.31	no reported evidence	1.0	1	0	2013.0	2013.0
PPARG	5468	Ischemia	C0022116	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	103	0	0.31	no reported evidence		3	0	2002.0	2014.0
PPARG	5468	Reperfusion Injury	C0035126	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Injury or Poisoning	109	0	0.31	no reported evidence		4	0	2002.0	2014.0
PPARG	5468	Polycystic Kidney, Autosomal Dominant	C0085413	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	160	71	0.31	no reported evidence	1.0	2	0	2010.0	2011.0
PPARG	5468	Familial generalized lipodystrophy	C0221032	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	21	11	0.31	no reported evidence	1.0	1	0	2004.0	2004.0
PPARG	5468	Pituitary-dependent Cushing's disease	C0221406	disease	Endocrine System Diseases; Nervous System Diseases	Disease or Syndrome	55	7	0.31	no reported evidence	1.0	2	0	2006.0	2007.0
HFE	3077	Birth Weight	C0005612	phenotype	Pathological Conditions, Signs and Symptoms	Organism Attribute	43	80	0.3	no reported evidence		1	0	2010.0	2010.0
HFE	3077	Cholestasis	C0008370	disease	Digestive System Diseases	Disease or Syndrome	314	5	0.3	strong		0	0		
HFE	3077	Hypercholesterolemia, Familial	C0020445	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	153	1189	0.3	limited		1	0	2013.0	2013.0
HFE	3077	Lead Poisoning	C0023176	disease	Substance-Related Disorders	Injury or Poisoning	6	0	0.3	no reported evidence		1	0	2010.0	2010.0
HFE	3077	Hepatoerythropoietic Porphyria	C0162569	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Nutritional and Metabolic Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	3	20	0.3	no reported evidence		0	0		
HFE	3077	Conduction disorder of the heart	C0264886	group	Cardiovascular Diseases	Disease or Syndrome	78	0	0.3	strong		0	0		
HFE	3077	Familial porphyria cutanea tarda	C0268323	disease		Disease or Syndrome	2	23	0.3	no reported evidence		0	1		
HFE	3077	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.3	no reported evidence		2	0	2004.0	2006.0
HFE	3077	Idiopathic hypogonadotropic hypogonadism	C0342384	disease	Endocrine System Diseases	Disease or Syndrome	62	42	0.3	strong		0	0		
HFE	3077	Uroporphyrinogen decarboxylase deficiency	C0342861	disease		Disease or Syndrome	2	20	0.3	no reported evidence		0	0		
HFE	3077	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.3	no reported evidence		2	0	2004.0	2006.0
HFE	3077	Acute Confusional Senile Dementia	C0546126	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	84	2	0.3	no reported evidence		2	0	2004.0	2006.0
HFE	3077	Alzheimer's Disease, Focal Onset	C0750900	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	84	2	0.3	no reported evidence		2	0	2004.0	2006.0
HFE	3077	Alzheimer Disease, Early Onset	C0750901	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	115	55	0.3	no reported evidence		2	0	2004.0	2006.0
HFE	3077	Cholestasis in newborn	C1112213	disease		Disease or Syndrome	91	2	0.3	limited		0	0		
HFE	3077	Porphyria Cutanea Tarda, Type I	C1867968	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Nutritional and Metabolic Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	2	1	0.3	no reported evidence		0	0		
HFE	3077	Hematopoetic Myelodysplasia	C2713368	disease	Hemic and Lymphatic Diseases	Pathologic Function	36	0	0.3	no reported evidence		1	0	2007.0	2007.0
HFE	3077	Porphyria, South African type	C2936913	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Nutritional and Metabolic Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	2	18	0.3	no reported evidence		0	0		
NOS3	4846	Adenocarcinoma	C0001418	group	Neoplasms	Neoplastic Process	1711	67	0.3	no reported evidence		1	0	2011.0	2011.0
NOS3	4846	Alloxan Diabetes	C0002152	disease	Endocrine System Diseases; Nutritional and Metabolic Diseases	Experimental Model of Disease	112	0	0.3	no reported evidence		8	0	2001.0	2013.0
NOS3	4846	Anoxemia	C0003129	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	33	0	0.3	no reported evidence		1	0	2000.0	2000.0
NOS3	4846	Malignant Neoplasms	C0006826	group	Neoplasms	Neoplastic Process	1437	87	0.3	no reported evidence		1	0	2008.0	2008.0
NOS3	4846	Cleft upper lip	C0008924	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Stomatognathic Diseases	Congenital Abnormality	168	241	0.3	no reported evidence		1	0	2011.0	2011.0
NOS3	4846	Cleft Palate	C0008925	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases; Stomatognathic Diseases	Congenital Abnormality	111	10	0.3	no reported evidence		1	0	2011.0	2011.0
NOS3	4846	Cruveilhier-Baumgarten Syndrome	C0010398	disease	Digestive System Diseases	Disease or Syndrome	4	0	0.3	no reported evidence		1	0	2008.0	2008.0
NOS3	4846	Diabetes Mellitus, Experimental	C0011853	disease	Endocrine System Diseases; Nutritional and Metabolic Diseases	Experimental Model of Disease	112	0	0.3	no reported evidence		8	0	2001.0	2013.0
NOS3	4846	Diabetic Retinopathy	C0011884	disease	Cardiovascular Diseases; Endocrine System Diseases; Eye Diseases	Disease or Syndrome	246	115	0.3	no reported evidence	0.7647059	19	2	1999.0	2016.0
NOS3	4846	Esophageal Neoplasms	C0014859	group	Digestive System Diseases; Neoplasms	Neoplastic Process	636	60	0.3	no reported evidence		1	0	2011.0	2011.0
NOS3	4846	Fetal Growth Retardation	C0015934	phenotype	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Female Urogenital Diseases and Pregnancy Complications; Pathological Conditions, Signs and Symptoms	Pathologic Function	303	0	0.3	no reported evidence		1	0	2013.0	2013.0
NOS3	4846	Nodular glomerulosclerosis	C0017667	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	52	0	0.3	no reported evidence		1	0	2010.0	2010.0
NOS3	4846	Hypertension, Goldblatt	C0018036	disease	Cardiovascular Diseases; Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	1	0	0.3	no reported evidence		1	0	2008.0	2008.0
