Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
IL1B	3553	Pneumonia	C0032285	disease	Respiratory Tract Diseases	Disease or Syndrome	496	14	0.6	no reported evidence	1.0	15	0	1995.0	2017.0
MECP2	4204	Mental Retardation, X-Linked, Syndromic 13	C1968550	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Disease or Syndrome	1	30	0.6	no reported evidence		18	30	1997.0	2017.0
MECP2	4204	Rett Syndrome, Zappella Variant	C2677682	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Disease or Syndrome	1	36	0.6	definitive		33	36	1999.0	2018.0
IL1B	3553	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.59	no reported evidence	0.8	14	0	1999.0	2017.0
IL1B	3553	Hypertensive disease	C0020538	group	Cardiovascular Diseases	Disease or Syndrome	1309	447	0.58	no reported evidence	0.8571429	12	0	1994.0	2016.0
IL1B	3553	Colitis	C0009319	disease	Digestive System Diseases	Disease or Syndrome	607	6	0.57	no reported evidence	1.0	10	0	2000.0	2016.0
IL1B	3553	Pulmonary Fibrosis	C0034069	disease	Respiratory Tract Diseases	Disease or Syndrome	431	13	0.53	no reported evidence	1.0	7	0	2006.0	2014.0
MECP2	4204	Rett Syndrome, Preserved Speech Variant	C1839332	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Disease or Syndrome	1	35	0.51	definitive	1.0	33	35	1999.0	2018.0
IL1B	3553	Visual seizure	C0270824	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	206	0	0.5	no reported evidence		2	0	2006.0	2006.0
IL1B	3553	Inflammatory disease of mucous membrane	C0333355	group	Digestive System Diseases; Stomatognathic Diseases	Pathologic Function	18	0	0.5	no reported evidence		2	0	2011.0	2013.0
IL1B	3553	Infarction, Middle Cerebral Artery	C0740392	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	118	0	0.5	no reported evidence		3	0	2013.0	2015.0
MECP2	4204	Autistic Disorder	C0004352	group	Mental Disorders	Mental or Behavioral Dysfunction	676	237	0.5	no reported evidence	0.9206349	64	2	2000.0	2017.0
MECP2	4204	Seizures	C0036572	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	1173	165	0.5	no reported evidence	0.9375	19	5	2002.0	2016.0
MECP2	4204	Visual seizure	C0270824	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	206	0	0.5	no reported evidence		2	0	2002.0	2010.0
MECP2	4204	Trisomy Xq28	C3714043	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Disease or Syndrome	1	0	0.5	no reported evidence		0	0		
AGER	177	Rheumatoid Arthritis	C0003873	disease	Immune System Diseases; Musculoskeletal Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	1832	1878	0.47	no reported evidence	1.0	10	7	2003.0	2014.0
NAT1	9	Malignant neoplasm of urinary bladder	C0005684	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1143	157	0.4	no reported evidence	0.9	20	0	1996.0	2018.0
NAT1	9	Bladder Neoplasm	C0005695	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1216	142	0.4	no reported evidence	0.904761904761905	23	0	1996.0	2018.0
NAT2	10	Malignant neoplasm of urinary bladder	C0005684	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1143	157	0.4	no reported evidence	0.964285714285714	61	0	1996.0	2017.0
NAT2	10	Bladder Neoplasm	C0005695	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1216	142	0.4	no reported evidence	0.972972972972973	81	0	1995.0	2017.0
NAT2	10	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.4	no reported evidence	0.914285714285714	35	3	1996.0	2017.0
NAT2	10	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.4	no reported evidence	0.918918918918919	37	3	1996.0	2017.0
AGER	177	Diabetic Angiopathies	C0011875	disease	Cardiovascular Diseases; Endocrine System Diseases	Disease or Syndrome	68	1	0.4	no reported evidence	1.0	11	1	2001.0	2017.0
CRP	1401	Atherosclerosis	C0004153	disease	Cardiovascular Diseases	Disease or Syndrome	1133	131	0.4	no reported evidence	0.929411764705882	93	4	2000.0	2016.0
CRP	1401	Cardiovascular Diseases	C0007222	group	Cardiovascular Diseases	Disease or Syndrome	786	197	0.4	no reported evidence	0.936	137	0	2000.0	2018.0
CRP	1401	Coronary Arteriosclerosis	C0010054	disease	Cardiovascular Diseases	Disease or Syndrome	759	189	0.4	no reported evidence	0.893617021276596	48	5	1999.0	2016.0
CRP	1401	Crohn Disease	C0010346	disease	Digestive System Diseases	Disease or Syndrome	911	956	0.4	no reported evidence	0.928571428571429	15	0	2001.0	2015.0
CRP	1401	Inflammation	C0021368	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	428	18	0.4	no reported evidence		18	0	2001.0	2011.0
CRP	1401	Lupus Erythematosus, Systemic	C0024141	disease	Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	1112	674	0.4	no reported evidence	0.958333333333333	25	2	1987.0	2018.0
CRP	1401	Obesity	C0028754	disease	Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1960	811	0.4	no reported evidence	0.96078431372549	52	2	2001.0	2017.0
CRP	1401	Myocardial Ischemia	C0151744	disease	Cardiovascular Diseases	Disease or Syndrome	447	44	0.4	no reported evidence	0.909090909090909	12	0	2000.0	2015.0
CRP	1401	Metabolic Syndrome X	C0524620	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	547	293	0.4	no reported evidence	1.0	43	2	2003.0	2018.0
CRP	1401	Acute Coronary Syndrome	C0948089	disease	Cardiovascular Diseases	Disease or Syndrome	254	91	0.4	no reported evidence	0.941176470588235	22	1	2002.0	2017.0
CRP	1401	Coronary Artery Disease	C1956346	disease	Cardiovascular Diseases	Disease or Syndrome	980	861	0.4	no reported evidence	0.885057471264368	96	5	1999.0	2016.0
CRP	1401	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.4	no reported evidence	0.923076923076923	15	2	1990.0	2016.0
IL1B	3553	Rheumatoid Arthritis	C0003873	disease	Immune System Diseases; Musculoskeletal Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	1832	1878	0.4	no reported evidence	0.9621212	139	0	1989.0	2017.0
IL1B	3553	Asthma	C0004096	disease	Immune System Diseases; Respiratory Tract Diseases	Disease or Syndrome	1312	729	0.4	no reported evidence	0.9428571	37	1	1992.0	2018.0
IL1B	3553	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.4	no reported evidence	1.0	26	2	1991.0	2017.0
IL1B	3553	Ulcerative Colitis	C0009324	disease	Digestive System Diseases	Disease or Syndrome	914	696	0.4	no reported evidence	0.8695652	28	1	1992.0	2015.0
IL1B	3553	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.4	no reported evidence	0.8	14	0	1999.0	2017.0
IL1B	3553	Gastritis, Atrophic	C0017154	disease	Digestive System Diseases	Disease or Syndrome	126	32	0.4	no reported evidence	0.9285714	15	0	2002.0	2017.0
IL1B	3553	Glioblastoma	C0017636	disease	Neoplasms	Neoplastic Process	1936	180	0.4	no reported evidence	1.0	19	0	1991.0	2018.0
IL1B	3553	Hypersensitivity	C0020517	group	Immune System Diseases	Pathologic Function	184	964	0.4	no reported evidence		2	1	2011.0	2017.0
IL1B	3553	Malignant neoplasm of stomach	C0024623	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2397	341	0.4	no reported evidence	0.9275362	71	1	2000.0	2017.0
IL1B	3553	Multiple Sclerosis	C0026769	disease	Immune System Diseases; Nervous System Diseases	Disease or Syndrome	1105	745	0.4	no reported evidence	0.7727273	23	2	1997.0	2016.0
IL1B	3553	Degenerative polyarthritis	C0029408	disease	Musculoskeletal Diseases	Disease or Syndrome	975	92	0.4	no reported evidence	0.9736842	119	3	1992.0	2018.0
IL1B	3553	Psoriasis	C0033860	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	817	636	0.4	no reported evidence	0.9545455	22	0	1990.0	2017.0
IL1B	3553	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.4	no reported evidence	0.8571429	23	1	1997.0	2017.0
IL1B	3553	Seizures	C0036572	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	1173	165	0.4	no reported evidence	0.7777778	11	0	2000.0	2016.0
IL1B	3553	Stomach Neoplasms	C0038356	group	Digestive System Diseases; Neoplasms	Neoplastic Process	834	23	0.4	no reported evidence	1.0	20	0	2002.0	2014.0
IL1B	3553	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.4	no reported evidence	1.0	14	1	1997.0	2017.0
IL1B	3553	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.4	no reported evidence	1.0	27	2	1991.0	2017.0
MECP2	4204	Profound Mental Retardation	C0020796	disease	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	195	2	0.4	no reported evidence		2	0	2010.0	2010.0
MECP2	4204	Myoclonus	C0027066	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	153	11	0.4	no reported evidence		1	0	2009.0	2009.0
MECP2	4204	Respiratory Insufficiency	C0035229	phenotype	Respiratory Tract Diseases	Pathologic Function	181	5	0.4	no reported evidence		1	0	2009.0	2009.0
MECP2	4204	Pervasive Development Disorder	C0524528	group	Mental Disorders	Mental or Behavioral Dysfunction	128	13	0.4	no reported evidence	1.0	12	0	2003.0	2013.0
MECP2	4204	Mental deficiency	C0917816	disease	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	1031	0	0.4	no reported evidence		2	0	2010.0	2010.0
MECP2	4204	Neurodevelopmental Disorders	C1535926	group	Mental Disorders	Mental or Behavioral Dysfunction	207	1	0.4	no reported evidence	0.984127	64	0	1999.0	2018.0
CRP	1401	Diabetes Mellitus, Insulin-Dependent	C0011854	disease	Endocrine System Diseases; Immune System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	955	775	0.39	no reported evidence	1.0	10	0	2008.0	2016.0
IL1B	3553	Pneumonitis	C3714636	disease	Respiratory Tract Diseases	Disease or Syndrome	338	4	0.39	no reported evidence	1.0	10	0	1995.0	2017.0
NAT2	10	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.38	no reported evidence	0.875	11	0	1998.0	2012.0
NAT2	10	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.38	no reported evidence		9	0	2002.0	2010.0
AGER	177	Hyperglycemia	C0020456	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	487	37	0.38	no reported evidence	1.0	9	0	2009.0	2018.0
CRP	1401	Heart failure	C0018801	disease	Cardiovascular Diseases	Disease or Syndrome	814	91	0.38	no reported evidence	0.875	9	0	2006.0	2013.0
CRP	1401	Congestive heart failure	C0018802	disease	Cardiovascular Diseases	Disease or Syndrome	883	65	0.38	no reported evidence	0.875	9	0	2006.0	2013.0
CRP	1401	Periodontitis	C0031099	disease	Stomatognathic Diseases	Disease or Syndrome	236	45	0.38	no reported evidence	1.0	9	0	2005.0	2016.0
CRP	1401	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.38	no reported evidence	0.666666666666667	8	0	2007.0	2017.0
IL1B	3553	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.38	no reported evidence	0.75	9	2	1993.0	2012.0
NAT2	10	Drug-Induced Liver Disease	C0860207	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	376	45	0.37	no reported evidence	1.0	11	0	2002.0	2016.0
CRP	1401	Heart Diseases	C0018799	group	Cardiovascular Diseases	Disease or Syndrome	324	26	0.37	no reported evidence	0.857142857142857	8	0	2002.0	2014.0
IL1B	3553	Dermatitis, Atopic	C0011615	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	483	173	0.37	no reported evidence	0.8333333	8	0	2003.0	2017.0
IL1B	3553	Inflammation	C0021368	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	428	18	0.37	no reported evidence		16	0	1999.0	2017.0
IL1B	3553	Cerebrovascular accident	C0038454	group	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	767	331	0.37	no reported evidence	1.0	8	0	2000.0	2016.0
IL1B	3553	Major Depressive Disorder	C1269683	disease	Mental Disorders	Mental or Behavioral Dysfunction	512	210	0.37	no reported evidence	0.8	8	2	1994.0	2015.0
AGER	177	Degenerative polyarthritis	C0029408	disease	Musculoskeletal Diseases	Disease or Syndrome	975	92	0.36	no reported evidence	0.75	7	1	2005.0	2014.0
CRP	1401	Malaria	C0024530	disease	Parasitic Diseases	Disease or Syndrome	468	107	0.36	no reported evidence	1.0	7	0	1996.0	2016.0
IL1B	3553	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.36	no reported evidence	1.0	6	1	2004.0	2015.0
IL1B	3553	Malignant tumor of colon	C0007102	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2000	135	0.36	no reported evidence	1.0	9	0	1993.0	2015.0
IL1B	3553	Peptic Ulcer	C0030920	disease	Digestive System Diseases	Disease or Syndrome	80	12	0.36	no reported evidence	1.0	7	0	1998.0	2010.0
MECP2	4204	Developmental Disabilities	C0008073	group	Mental Disorders	Mental or Behavioral Dysfunction	169	7	0.36	no reported evidence	1.0	7	0	2000.0	2015.0
CRP	1401	Metabolic Diseases	C0025517	group	Nutritional and Metabolic Diseases	Disease or Syndrome	420	21	0.35	no reported evidence	1.0	6	0	2006.0	2015.0
CRP	1401	Psoriasis	C0033860	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	817	636	0.35	no reported evidence	1.0	6	0	2003.0	2015.0
CRP	1401	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.35	no reported evidence	1.0	5	0	2006.0	2014.0
CRP	1401	Infection	C3714514	group	Bacterial Infections and Mycoses	Pathologic Function	491	0	0.35	no reported evidence		6	0	1988.0	2008.0
IL1B	3553	Dermatologic disorders	C0037274	group	Skin and Connective Tissue Diseases	Disease or Syndrome	405	11	0.35	no reported evidence	1.0	7	0	2000.0	2016.0
IL1B	3553	Gastric ulcer	C0038358	disease	Digestive System Diseases	Disease or Syndrome	94	7	0.35	no reported evidence	1.0	6	0	2001.0	2014.0
IL1B	3553	Unipolar Depression	C0041696	disease	Mental Disorders	Mental or Behavioral Dysfunction	516	378	0.35	no reported evidence	0.8	8	0	1994.0	2015.0
MECP2	4204	Microcephaly	C0025958	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases; Nervous System Diseases	Congenital Abnormality	234	3	0.35	strong	1.0	5	0	1999.0	2010.0
NAT1	9	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.34	no reported evidence	0.75	5	0	1999.0	2010.0
NAT2	10	Malignant mesothelioma	C0345967	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	334	2	0.34	no reported evidence	0.5	4	0	1995.0	2009.0
CRP	1401	Hypertriglyceridemia	C0020557	phenotype	Nutritional and Metabolic Diseases	Disease or Syndrome	156	62	0.34	no reported evidence	0.75	5	0	2002.0	2016.0
CRP	1401	Kidney Failure, Chronic	C0022661	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	436	101	0.34	no reported evidence	1.0	4	0	1998.0	2009.0
CRP	1401	Major Depressive Disorder	C1269683	disease	Mental Disorders	Mental or Behavioral Dysfunction	512	210	0.34	no reported evidence	1.0	4	0	2012.0	2017.0
IL1B	3553	Glomerulonephritis	C0017658	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	209	3	0.34	no reported evidence	1.0	6	0	1993.0	2012.0
IL1B	3553	Heart failure	C0018801	disease	Cardiovascular Diseases	Disease or Syndrome	814	91	0.34	no reported evidence	1.0	5	0	2004.0	2014.0
IL1B	3553	Congestive heart failure	C0018802	disease	Cardiovascular Diseases	Disease or Syndrome	883	65	0.34	no reported evidence	1.0	5	0	2004.0	2014.0
IL1B	3553	Myocardial Ischemia	C0151744	disease	Cardiovascular Diseases	Disease or Syndrome	447	44	0.34	no reported evidence	1.0	5	0	1996.0	2016.0
NAT2	10	Prostatic Neoplasms	C0033578	group	Male Urogenital Diseases; Neoplasms	Neoplastic Process	1553	25	0.33	no reported evidence	1.0	5	0	2002.0	2006.0
NAT2	10	Hepatitis, Drug-Induced	C1262760	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	328	0	0.33	no reported evidence	0.666666666666667	6	0	2002.0	2016.0
IL1B	3553	Adenocarcinoma	C0001418	group	Neoplasms	Neoplastic Process	1711	67	0.33	no reported evidence	1.0	4	0	1995.0	2009.0
IL1B	3553	Alcoholic Intoxication, Chronic	C0001973	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	423	323	0.33	no reported evidence	0.75	4	0	2005.0	2010.0
IL1B	3553	Bronchopulmonary Dysplasia	C0006287	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Respiratory Tract Diseases	Disease or Syndrome	187	63	0.33	no reported evidence	1.0	4	0	2005.0	2011.0
IL1B	3553	Silicosis	C0037116	disease	Occupational Diseases; Respiratory Tract Diseases	Disease or Syndrome	57	2	0.33	no reported evidence	1.0	4	0	2001.0	2016.0
IL1B	3553	Hamman-Rich syndrome	C0085786	disease	Respiratory Tract Diseases	Disease or Syndrome	232	9	0.33	no reported evidence	1.0	5	0	1993.0	2014.0
IL1B	3553	Memory impairment	C0233794	phenotype	Behavior and Behavior Mechanisms; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	266	22	0.33	no reported evidence	0.6666667	4	0	2008.0	2015.0
IL1B	3553	Cardiomyopathies	C0878544	group	Cardiovascular Diseases	Disease or Syndrome	479	108	0.33	no reported evidence	1.0	4	0	1994.0	2007.0
IL1B	3553	Cerebral Ischemia	C0917798	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	274	2	0.33	no reported evidence	1.0	7	0	1997.0	2011.0
IL1B	3553	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.33	no reported evidence	1.0	6	0	2006.0	2017.0
MECP2	4204	Anxiety Disorders	C0003469	group	Mental Disorders	Mental or Behavioral Dysfunction	395	79	0.33	no reported evidence	1.0	4	0	2012.0	2016.0
MECP2	4204	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.33	no reported evidence	1.0	3	0	2001.0	2015.0
NAT1	9	Prostatic Neoplasms	C0033578	group	Male Urogenital Diseases; Neoplasms	Neoplastic Process	1553	25	0.32	no reported evidence	1.0	3	0	2002.0	2005.0
NAT2	10	Childhood Acute Lymphoblastic Leukemia	C0023452	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	442	97	0.32	no reported evidence	1.0	3	0	2012.0	2015.0
CRP	1401	Diabetic Retinopathy	C0011884	disease	Cardiovascular Diseases; Endocrine System Diseases; Eye Diseases	Disease or Syndrome	246	115	0.32	no reported evidence	1.0	3	0	2009.0	2015.0
IL1B	3553	Dermatomyositis	C0011633	disease	Musculoskeletal Diseases; Nervous System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	113	13	0.32	no reported evidence	0.0	2	0	2007.0	2009.0
IL1B	3553	Hypoglycemia	C0020615	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	231	13	0.32	no reported evidence		3	0	1991.0	2009.0
IL1B	3553	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.32	no reported evidence		4	0	2004.0	2017.0
IL1B	3553	Myopathy	C0026848	group	Musculoskeletal Diseases; Nervous System Diseases	Disease or Syndrome	414	99	0.32	no reported evidence	1.0	2	0	1997.0	2004.0
IL1B	3553	Osteoporosis, Postmenopausal	C0029458	disease	Musculoskeletal Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	54	12	0.32	no reported evidence	1.0	3	0	1997.0	1999.0
IL1B	3553	Urticaria	C0042109	disease	Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	113	6	0.32	no reported evidence	1.0	3	0	2002.0	2014.0
IL1B	3553	Polymyositis	C0085655	disease	Musculoskeletal Diseases; Nervous System Diseases	Disease or Syndrome	99	9	0.32	no reported evidence	0.5	3	0	1994.0	2012.0
IL1B	3553	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.32	no reported evidence	1.0	3	0	2000.0	2013.0
IL1B	3553	Glioblastoma Multiforme	C1621958	disease	Neoplasms	Neoplastic Process	853	42	0.32	no reported evidence	1.0	3	0	2006.0	2013.0
IL1B	3553	Cirrhosis	C1623038	disease	Pathological Conditions, Signs and Symptoms	Disease or Syndrome	432	48	0.32	no reported evidence	1.0	3	0	2008.0	2016.0
MECP2	4204	Learning Disabilities	C0751265	disease	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	71	2	0.32	no reported evidence	1.0	3	0	2001.0	2010.0
NAT1	9	Alcoholic Intoxication, Chronic	C0001973	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	423	323	0.31	no reported evidence	1.0	1	0	2000.0	2000.0
NAT2	10	Drug Allergy	C0013182	phenotype	Immune System Diseases; Substance-Related Disorders	Pathologic Function	41	0	0.31	no reported evidence	1.0	4	0	2010.0	2013.0
NAT2	10	Neural Tube Defects	C0027794	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Congenital Abnormality	162	49	0.31	no reported evidence	1.0	1	0	2010.0	2010.0
AGER	177	Inflammation	C0021368	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	428	18	0.31	no reported evidence		2	0	2004.0	2012.0
AGER	177	Microangiopathy, Diabetic	C0025945	disease	Cardiovascular Diseases; Endocrine System Diseases	Disease or Syndrome	23	4	0.31	no reported evidence	1.0	2	0	2008.0	2010.0
AGER	177	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.31	no reported evidence	1.0	1	4	2012.0	2012.0
CRP	1401	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.31	no reported evidence		2	0	2006.0	2006.0
CRP	1401	Meningitis	C0025289	disease	Nervous System Diseases	Disease or Syndrome	90	6	0.31	no reported evidence	1.0	2	0	2003.0	2011.0
CRP	1401	Myocarditis	C0027059	disease	Cardiovascular Diseases	Disease or Syndrome	125	1	0.31	no reported evidence	1.0	2	0	2009.0	2010.0
CRP	1401	Thrombosis	C0040053	phenotype	Cardiovascular Diseases	Pathologic Function	97	0	0.31	no reported evidence		2	0	2006.0	2007.0
CRP	1401	Crohn's disease of the ileum	C0267380	disease	Digestive System Diseases	Disease or Syndrome	54	0	0.31	no reported evidence	1.0	2	0	2001.0	2008.0
IL1B	3553	Colonic Neoplasms	C0009375	group	Digestive System Diseases; Neoplasms	Neoplastic Process	777	24	0.31	no reported evidence	1.0	4	0	2004.0	2013.0
IL1B	3553	Fibrosis	C0016059	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	168	0	0.31	no reported evidence		2	0	2007.0	2016.0
IL1B	3553	Gout	C0018099	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	70	90	0.31	no reported evidence	0.0	2	0	2006.0	2016.0
IL1B	3553	Hyperalgesia	C0020429	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	118	3	0.31	no reported evidence	1.0	7	0	1995.0	2016.0
IL1B	3553	Hyperemia	C0020452	disease	Cardiovascular Diseases	Disease or Syndrome	27	3	0.31	no reported evidence	1.0	2	0	1996.0	2009.0
