Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
KCNQ1	3784	Long QT Syndrome	C0023976	disease	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	72	236	0.5	no reported evidence	0.9665072	284	91	1992.0	2018.0
KCNQ1	3784	LONG QT SYNDROME 1/2, DIGENIC (disorder)	C3277700	disease		Disease or Syndrome	2	418	0.5	no reported evidence		41	192	1996.0	2015.0
TTR	7276	Amyloidosis	C0002726	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	832	120	0.5	no reported evidence	0.9609544	465	6	1981.0	2018.0
OLR1	4973	Myocardial Infarction	C0027051	disease	Cardiovascular Diseases	Disease or Syndrome	965	454	0.48	no reported evidence	0.8571429	8	2	2003.0	2014.0
CETP	1071	Hyperlipidemia	C0020473	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	231	26	0.44	no reported evidence	1.0	5	0	1995.0	2015.0
A2M	2	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.848484848484849	36	0	1998.0	2016.0
CETP	1071	Atherosclerosis	C0004153	disease	Cardiovascular Diseases	Disease or Syndrome	1133	131	0.4	no reported evidence	0.938461538461538	69	0	1995.0	2018.0
CETP	1071	Cardiovascular Diseases	C0007222	group	Cardiovascular Diseases	Disease or Syndrome	786	197	0.4	no reported evidence	0.964285714285714	31	2	2002.0	2016.0
CETP	1071	Dyslipidemias	C0242339	group	Nutritional and Metabolic Diseases	Disease or Syndrome	215	48	0.4	no reported evidence	0.923076923076923	15	0	1996.0	2017.0
EPO	2056	Anemia	C0002871	disease	Hemic and Lymphatic Diseases	Disease or Syndrome	489	44	0.4	no reported evidence	0.959677419354839	186	1	1985.0	2018.0
EPO	2056	Kidney Failure, Chronic	C0022661	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	436	101	0.4	no reported evidence	1.0	18	1	1991.0	2012.0
EPO	2056	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.4	no reported evidence	0.9	20	0	1987.0	2017.0
EPO	2056	MYELODYSPLASTIC SYNDROME	C3463824	group	Hemic and Lymphatic Diseases	Neoplastic Process	682	53	0.4	no reported evidence	0.863636363636364	24	0	1990.0	2016.0
IL6	3569	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.9285714	73	1	1993.0	2017.0
IL6	3569	Rheumatoid Arthritis	C0003873	disease	Immune System Diseases; Musculoskeletal Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	1832	1878	0.4	no reported evidence	0.9786096	191	2	1989.0	2018.0
IL6	3569	Atherosclerosis	C0004153	disease	Cardiovascular Diseases	Disease or Syndrome	1133	131	0.4	no reported evidence	0.9555556	49	1	1997.0	2017.0
IL6	3569	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.4	no reported evidence	0.9615385	81	5	1998.0	2018.0
IL6	3569	Cachexia	C0006625	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	152	6	0.4	no reported evidence	0.8571429	17	1	1997.0	2017.0
IL6	3569	Renal Cell Carcinoma	C0007134	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1347	175	0.4	no reported evidence	1.0	24	0	1989.0	2018.0
IL6	3569	Squamous cell carcinoma	C0007137	disease	Neoplasms	Neoplastic Process	1875	224	0.4	no reported evidence	0.9333333	19	1	1989.0	2017.0
IL6	3569	Colitis	C0009319	disease	Digestive System Diseases	Disease or Syndrome	607	6	0.4	no reported evidence	1.0	27	0	2003.0	2016.0
IL6	3569	Crohn Disease	C0010346	disease	Digestive System Diseases	Disease or Syndrome	911	956	0.4	no reported evidence	0.8965517	32	0	1992.0	2018.0
IL6	3569	Dermatitis, Atopic	C0011615	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	483	173	0.4	no reported evidence	1.0	13	0	1994.0	2014.0
IL6	3569	Fever	C0015967	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	172	2	0.4	no reported evidence		3	0	1995.0	2005.0
IL6	3569	Angiolymphoid hyperplasia	C0017531	disease	Hemic and Lymphatic Diseases; Immune System Diseases	Disease or Syndrome	18	0	0.4	no reported evidence	1.0	13	0	1991.0	2017.0
IL6	3569	Hypertensive disease	C0020538	group	Cardiovascular Diseases	Disease or Syndrome	1309	447	0.4	no reported evidence	0.9090909	24	2	2001.0	2016.0
IL6	3569	Inflammatory Bowel Diseases	C0021390	group	Digestive System Diseases	Disease or Syndrome	910	451	0.4	no reported evidence	0.9310345	29	0	1992.0	2018.0
IL6	3569	Kidney Failure, Chronic	C0022661	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	436	101	0.4	no reported evidence	1.0	14	0	1994.0	2017.0
IL6	3569	Chronic Lymphocytic Leukemia	C0023434	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	1119	228	0.4	no reported evidence	1.0	20	0	1989.0	2017.0
IL6	3569	Liver Cirrhosis	C0023890	disease	Digestive System Diseases	Disease or Syndrome	682	71	0.4	no reported evidence	1.0	11	0	1994.0	2015.0
IL6	3569	Chronic Obstructive Airway Disease	C0024117	disease	Respiratory Tract Diseases	Disease or Syndrome	668	408	0.4	no reported evidence	1.0	11	1	2006.0	2017.0
IL6	3569	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.4	no reported evidence	1.0	11	0	2004.0	2017.0
IL6	3569	Lupus Erythematosus, Systemic	C0024141	disease	Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	1112	674	0.4	no reported evidence	1.0	48	0	1990.0	2018.0
IL6	3569	Malignant neoplasm of stomach	C0024623	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2397	341	0.4	no reported evidence	1.0	25	2	1995.0	2017.0
IL6	3569	Multiple Myeloma	C0026764	disease	Cardiovascular Diseases; Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	1311	784	0.4	no reported evidence	0.9458333	246	0	1990.0	2018.0
IL6	3569	Myocardial Infarction	C0027051	disease	Cardiovascular Diseases	Disease or Syndrome	965	454	0.4	no reported evidence	0.8974359	44	0	1995.0	2017.0
IL6	3569	Neoplasm Metastasis	C0027627	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	3919	129	0.4	no reported evidence	0.9545455	68	0	1992.0	2018.0
IL6	3569	Osteoporosis	C0029456	disease	Musculoskeletal Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	440	82	0.4	no reported evidence	1.0	31	1	1994.0	2016.0
IL6	3569	Pneumonia	C0032285	disease	Respiratory Tract Diseases	Disease or Syndrome	496	14	0.4	no reported evidence	0.9375	18	0	1993.0	2017.0
IL6	3569	Prostatic Neoplasms	C0033578	group	Male Urogenital Diseases; Neoplasms	Neoplastic Process	1553	25	0.4	no reported evidence	1.0	23	0	1994.0	2015.0
IL6	3569	Psoriasis	C0033860	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	817	636	0.4	no reported evidence	1.0	24	1	1989.0	2017.0
IL6	3569	Pulmonary Fibrosis	C0034069	disease	Respiratory Tract Diseases	Disease or Syndrome	431	13	0.4	no reported evidence	1.0	13	0	1995.0	2015.0
IL6	3569	Kaposi Sarcoma	C0036220	disease	Neoplasms; Virus Diseases	Neoplastic Process	322	6	0.4	no reported evidence	0.9677419	31	0	1992.0	2016.0
IL6	3569	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.4	no reported evidence	0.7272727	12	1	1994.0	2016.0
IL6	3569	Cerebrovascular accident	C0038454	group	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	767	331	0.4	no reported evidence	0.875	27	1	1996.0	2016.0
IL6	3569	Cholangiocarcinoma	C0206698	disease	Neoplasms	Neoplastic Process	454	13	0.4	no reported evidence	1.0	18	0	2000.0	2016.0
IL6	3569	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.4	no reported evidence	0.96875	32	2	1991.0	2018.0
IL6	3569	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.4	no reported evidence	1.0	95	1	1994.0	2018.0
IL6	3569	Metabolic Syndrome X	C0524620	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	547	293	0.4	no reported evidence	0.8571429	30	2	2004.0	2018.0
IL6	3569	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.4	no reported evidence	0.9615385	81	5	1998.0	2018.0
IL6	3569	Acute Coronary Syndrome	C0948089	disease	Cardiovascular Diseases	Disease or Syndrome	254	91	0.4	no reported evidence	0.9090909	13	0	2004.0	2017.0
IL6	3569	Malignant neoplasm of ovary	C1140680	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	2025	244	0.4	no reported evidence	0.9615385	27	0	1993.0	2017.0
IL6	3569	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.4	no reported evidence	0.9230769	27	0	1991.0	2016.0
IL6	3569	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.4	no reported evidence	0.9626866	139	0	1988.0	2017.0
TTR	7276	Amyloidosis, Familial	C0740340	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	15	3	0.4	no reported evidence	0.9736842	40	0	1981.0	2018.0
TTR	7276	AMYLOIDOSIS, LEPTOMENINGEAL, TRANSTHYRETIN-RELATED	C3151470	disease		Disease or Syndrome	1	42	0.4	no reported evidence		76	42	1980.0	2013.0
TTR	7276	AMYLOID CARDIOMYOPATHY, TRANSTHYRETIN-RELATED	C3151471	disease		Disease or Syndrome	1	42	0.4	no reported evidence		73	42	1984.0	2013.0
MIR146A	406938	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	1.0	11	0	2009.0	2016.0
MIR146A	406938	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.4	no reported evidence	0.75	17	1	2009.0	2016.0
MIR146A	406938	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.4	no reported evidence	0.75	17	1	2009.0	2016.0
EPO	2056	Hypertensive disease	C0020538	group	Cardiovascular Diseases	Disease or Syndrome	1309	447	0.39	no reported evidence	1.0	11	0	1992.0	2016.0
IL6	3569	Premature Obstetric Labor	C0022876	phenotype	Female Urogenital Diseases and Pregnancy Complications	Pathologic Function	104	1	0.39	no reported evidence	1.0	11	0	1991.0	2016.0
CETP	1071	Hypertriglyceridemia	C0020557	phenotype	Nutritional and Metabolic Diseases	Disease or Syndrome	156	62	0.38	no reported evidence	1.0	9	0	1995.0	2016.0
IL6	3569	Major Depressive Disorder	C1269683	disease	Mental Disorders	Mental or Behavioral Dysfunction	512	210	0.38	no reported evidence	1.0	11	0	1994.0	2016.0
IL6	3569	Systemic onset juvenile chronic arthritis	C1384600	disease		Disease or Syndrome	54	42	0.38	no reported evidence	1.0	8	0	1998.0	2016.0
IL6	3569	Pneumonitis	C3714636	disease	Respiratory Tract Diseases	Disease or Syndrome	338	4	0.38	no reported evidence	1.0	9	0	1993.0	2013.0
TTR	7276	Familial Amyloid Neuropathy, Portuguese Type	C0268384	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	5	1	0.38	no reported evidence	1.0	12	0	1991.0	2010.0
CETP	1071	Hyperlipoproteinemia Type IIa	C0745103	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	152	182	0.37	no reported evidence	1.0	8	0	1997.0	2011.0
EPO	2056	Myocardial Infarction	C0027051	disease	Cardiovascular Diseases	Disease or Syndrome	965	454	0.37	no reported evidence	1.0	8	0	2002.0	2014.0
IL6	3569	Inflammation	C0021368	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	428	18	0.37	no reported evidence		18	0	2001.0	2016.0
EPO	2056	Kidney Diseases	C0022658	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	638	93	0.36	no reported evidence	1.0	6	1	1997.0	2015.0
IL6	3569	Stomach Neoplasms	C0038356	group	Digestive System Diseases; Neoplasms	Neoplastic Process	834	23	0.36	no reported evidence	1.0	7	0	2003.0	2013.0
IL6	3569	ovarian neoplasm	C0919267	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	937	83	0.36	no reported evidence	1.0	7	0	1999.0	2013.0
MIR146A	406938	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.36	no reported evidence	1.0	7	1	2013.0	2016.0
EPO	2056	melanoma	C0025202	disease	Neoplasms	Neoplastic Process	2453	389	0.35	no reported evidence	1.0	5	0	1991.0	2018.0
IL6	3569	Parkinson Disease	C0030567	disease	Nervous System Diseases	Disease or Syndrome	1063	636	0.35	no reported evidence	1.0	6	0	2005.0	2012.0
IL6	3569	Dermatologic disorders	C0037274	group	Skin and Connective Tissue Diseases	Disease or Syndrome	405	11	0.35	no reported evidence	1.0	6	0	1998.0	2013.0
IL6	3569	Myocardial Ischemia	C0151744	disease	Cardiovascular Diseases	Disease or Syndrome	447	44	0.35	no reported evidence	1.0	6	0	1995.0	2014.0
IL6	3569	Neurodegenerative Disorders	C0524851	group	Nervous System Diseases	Disease or Syndrome	744	41	0.35	no reported evidence	0.75	6	0	1995.0	2004.0
MIR146A	406938	Coronary Artery Disease	C1956346	disease	Cardiovascular Diseases	Disease or Syndrome	980	861	0.35	no reported evidence	1.0	5	1	2010.0	2017.0
EPO	2056	beta Thalassemia	C0005283	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Hemic and Lymphatic Diseases	Disease or Syndrome	133	82	0.34	no reported evidence	1.0	5	0	1999.0	2009.0
EPO	2056	Kidney Failure	C0035078	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	296	24	0.34	no reported evidence	1.0	5	0	1995.0	2016.0
IL6	3569	Delirium	C0011206	disease	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	44	6	0.34	no reported evidence	0.6	5	1	2009.0	2014.0
IL6	3569	Osteoporosis, Postmenopausal	C0029458	disease	Musculoskeletal Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	54	12	0.34	no reported evidence	0.75	5	0	1995.0	2013.0
IL6	3569	Seizures	C0036572	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	1173	165	0.34	no reported evidence	1.0	5	0	2003.0	2018.0
IL6	3569	Fibrosis, Liver	C0239946	disease	Digestive System Diseases	Disease or Syndrome	544	31	0.34	no reported evidence	0.75	4	0	2003.0	2016.0
IL6	3569	Cerebral Ischemia	C0917798	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	274	2	0.34	no reported evidence	1.0	6	0	2003.0	2009.0
A2M	2	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.33	no reported evidence	0.666666666666667	4	0	1991.0	2004.0
EPO	2056	Anemia, Hemolytic	C0002878	disease	Hemic and Lymphatic Diseases	Disease or Syndrome	117	9	0.33	no reported evidence	1.0	6	0	2000.0	2012.0
IL6	3569	Hypercalcemia	C0020437	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	97	3	0.33	no reported evidence	1.0	4	0	1997.0	2010.0
IL6	3569	Myocarditis	C0027059	disease	Cardiovascular Diseases	Disease or Syndrome	125	1	0.33	no reported evidence	1.0	4	0	1996.0	2014.0
IL6	3569	Conventional (Clear Cell) Renal Cell Carcinoma	C0279702	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	630	29	0.33	no reported evidence	1.0	4	0	1995.0	2017.0
MIR146A	406938	Coronary Arteriosclerosis	C0010054	disease	Cardiovascular Diseases	Disease or Syndrome	759	189	0.33	no reported evidence	1.0	3	1	2010.0	2017.0
MIR146A	406938	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.33	no reported evidence	1.0	4	0	2009.0	2016.0
A2M	2	Lung diseases	C0024115	group	Respiratory Tract Diseases	Disease or Syndrome	392	18	0.32	no reported evidence	0.5	2	0	1983.0	1989.0
CETP	1071	Hypertensive disease	C0020538	group	Cardiovascular Diseases	Disease or Syndrome	1309	447	0.32	no reported evidence	1.0	2	0	1999.0	2010.0
EPO	2056	Heart Diseases	C0018799	group	Cardiovascular Diseases	Disease or Syndrome	324	26	0.32	no reported evidence	1.0	3	0	2006.0	2008.0
EPO	2056	Neoplasm Metastasis	C0027627	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	3919	129	0.32	no reported evidence	1.0	3	0	2005.0	2010.0
EPO	2056	Thalassemia Intermedia	C0271979	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Hemic and Lymphatic Diseases	Disease or Syndrome	32	5	0.32	no reported evidence	1.0	3	0	1997.0	2007.0
EPO	2056	Neurodegenerative Disorders	C0524851	group	Nervous System Diseases	Disease or Syndrome	744	41	0.32	no reported evidence	1.0	3	0	2005.0	2016.0
EPO	2056	Renal Insufficiency	C1565489	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	262	12	0.32	no reported evidence	1.0	3	0	2011.0	2016.0
IL6	3569	Alcoholic Intoxication, Chronic	C0001973	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	423	323	0.32	no reported evidence	0.5	2	0	2009.0	2012.0
IL6	3569	Autistic Disorder	C0004352	group	Mental Disorders	Mental or Behavioral Dysfunction	676	237	0.32	no reported evidence	1.0	3	0	1996.0	2011.0
IL6	3569	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.32	no reported evidence	1.0	2	0	2014.0	2015.0
IL6	3569	Glomerulonephritis	C0017658	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	209	3	0.32	no reported evidence	1.0	3	0	1992.0	2007.0
IL6	3569	Headache	C0018681	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	85	16	0.32	no reported evidence	0.5	3	0	1995.0	2011.0
IL6	3569	Hepatolenticular Degeneration	C0019202	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	68	220	0.32	no reported evidence	1.0	3	0	2011.0	2014.0
IL6	3569	Kidney Failure, Acute	C0022660	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	309	8	0.32	no reported evidence	1.0	3	0	2011.0	2017.0
IL6	3569	Liver Cirrhosis, Alcoholic	C0023891	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	92	11	0.32	no reported evidence	1.0	3	0	1992.0	2013.0
IL6	3569	Precancerous Conditions	C0032927	group	Neoplasms	Neoplastic Process	445	9	0.32	no reported evidence	1.0	3	0	2009.0	2016.0
IL6	3569	Premature Birth	C0151526	phenotype	Female Urogenital Diseases and Pregnancy Complications	Pathologic Function	118	6	0.32	no reported evidence		3	0	2005.0	2016.0
IL6	3569	Middle Cerebral Artery Occlusion	C0740391	phenotype	Cardiovascular Diseases; Nervous System Diseases	Acquired Abnormality	134	0	0.32	no reported evidence	1.0	5	0	2003.0	2015.0
IL6	3569	Acute Cerebrovascular Accidents	C0751956	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	90	3	0.32	no reported evidence	1.0	3	0	2003.0	2009.0
IL6	3569	Cardiomyopathies	C0878544	group	Cardiovascular Diseases	Disease or Syndrome	479	108	0.32	no reported evidence	1.0	3	0	2000.0	2010.0
TTR	7276	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.32	no reported evidence		4	0	2007.0	2009.0
A2M	2	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.31	no reported evidence	1.0	2	0	1987.0	2000.0
A2M	2	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.31	no reported evidence	1.0	2	0	1987.0	2000.0
A2M	2	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.31	no reported evidence	1.0	4	0	1998.0	2005.0
A2M	2	alpha-2-Macroglobulin Deficiency	C3279661	disease	Respiratory Tract Diseases	Disease or Syndrome	1	0	0.31	no reported evidence	1.0	1	0	1989.0	1989.0
CETP	1071	Hyperlipoproteinemias	C0020476	group	Nutritional and Metabolic Diseases	Disease or Syndrome	42	2	0.31	no reported evidence	1.0	3	0	1990.0	2002.0
EPO	2056	CNS disorder	C0007682	group	Nervous System Diseases	Disease or Syndrome	123	2	0.31	no reported evidence	1.0	2	0	2005.0	2009.0
EPO	2056	Fatigue	C0015672	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	329	33	0.31	no reported evidence	1.0	2	0	2005.0	2008.0
