Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
NPY	4852	Cocaine Dependence	C0600427	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	156	28	0.51	no reported evidence	1.0	2	0	2009.0	2009.0
CFB	629	Age related macular degeneration	C0242383	disease	Eye Diseases	Disease or Syndrome	381	551	0.5	no reported evidence	0.952380952380952	48	11	2006.0	2016.0
GLO1	2739	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.5	no reported evidence	1.0	2	0	2006.0	2012.0
NPY	4852	Cerebral Infarction	C0007785	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	282	32	0.5	no reported evidence		2	0	2002.0	2007.0
NPY	4852	Visual seizure	C0270824	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	206	0	0.5	no reported evidence		4	0	2004.0	2012.0
CYP2D6	1565	Unipolar Depression	C0041696	disease	Mental Disorders	Mental or Behavioral Dysfunction	516	378	0.49	no reported evidence	1.0	11	2	1996.0	2015.0
C2	717	Age related macular degeneration	C0242383	disease	Eye Diseases	Disease or Syndrome	381	551	0.47	no reported evidence	1.0	12	11	2006.0	2014.0
MTRR	4552	Homocystinuria	C0019880	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	26	11	0.46	no reported evidence	1.0	6	0	1998.0	2015.0
PSD3	23362	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.41	no reported evidence	1.0	2	1	2013.0	2016.0
CFB	629	Lupus Erythematosus, Systemic	C0024141	disease	Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	1112	674	0.4	no reported evidence		4	1	2008.0	2016.0
CFB	629	COMPLEMENT FACTOR B DEFICIENCY	C3809950	disease		Disease or Syndrome	1	2	0.4	no reported evidence		1	2	2013.0	2013.0
CYP2D6	1565	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.964285714285714	29	1	1995.0	2016.0
CYP2D6	1565	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.4	no reported evidence	0.936708860759494	79	0	1996.0	2018.0
CYP2D6	1565	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.4	no reported evidence	0.8	11	0	1996.0	2014.0
CYP2D6	1565	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.4	no reported evidence	0.8	11	0	1996.0	2014.0
CYP2D6	1565	Parkinson Disease	C0030567	disease	Nervous System Diseases	Disease or Syndrome	1063	636	0.4	no reported evidence	0.892857142857143	57	0	1992.0	2014.0
CYP2D6	1565	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.4	no reported evidence	0.4	35	1	1995.0	2015.0
CYP2D6	1565	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.4	no reported evidence	0.936708860759494	79	0	1996.0	2018.0
FKBP5	2289	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.4	no reported evidence	0.6	27	3	2008.0	2018.0
FKBP5	2289	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.4	no reported evidence	0.6	27	2	2008.0	2018.0
FKBP5	2289	Unipolar Depression	C0041696	disease	Mental Disorders	Mental or Behavioral Dysfunction	516	378	0.4	no reported evidence	0.8	17	4	2009.0	2018.0
HTR6	3362	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.4	no reported evidence	0.8181818	12	1	1999.0	2012.0
MTR	4548	Intellectual Disability	C3714756	group	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	2502	53	0.4	strong		0	0		
NPY	4852	Anxiety Disorders	C0003469	group	Mental Disorders	Mental or Behavioral Dysfunction	395	79	0.4	no reported evidence	0.9615385	27	1	1999.0	2016.0
NPY	4852	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.4	no reported evidence	1.0	13	1	2003.0	2014.0
SLC44A4	80736	DEAFNESS, AUTOSOMAL DOMINANT 72	C4539886	disease		Disease or Syndrome	1	1	0.4	no reported evidence		1	1	2017.0	2017.0
CYP2D6	1565	Major Depressive Disorder	C1269683	disease	Mental Disorders	Mental or Behavioral Dysfunction	512	210	0.39	no reported evidence	1.0	10	0	1996.0	2014.0
MTR	4548	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.39	no reported evidence	0.8888889	10	2	2007.0	2015.0
MTR	4548	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.39	no reported evidence	0.8888889	10	2	2007.0	2015.0
NPY	4852	Seizures	C0036572	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	1173	165	0.39	no reported evidence	1.0	12	0	1999.0	2016.0
FKBP5	2289	Mood Disorders	C0525045	group	Mental Disorders	Mental or Behavioral Dysfunction	335	91	0.37	no reported evidence	1.0	8	1	2010.0	2015.0
NPY	4852	Anorexia	C0003123	disease	Pathological Conditions, Signs and Symptoms	Disease or Syndrome	117	3	0.37	no reported evidence	0.8571429	10	0	2002.0	2016.0
GLO1	2739	Autistic Disorder	C0004352	group	Mental Disorders	Mental or Behavioral Dysfunction	676	237	0.36	no reported evidence	1.0	6	2	2005.0	2015.0
NPY	4852	Major Depressive Disorder	C1269683	disease	Mental Disorders	Mental or Behavioral Dysfunction	512	210	0.36	no reported evidence	1.0	7	1	2004.0	2013.0
GLO1	2739	Anxiety Disorders	C0003469	group	Mental Disorders	Mental or Behavioral Dysfunction	395	79	0.35	no reported evidence	1.0	6	0	2006.0	2016.0
MTRR	4552	Hyperhomocysteinemia	C0598608	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	116	13	0.35	no reported evidence	1.0	7	0	1999.0	2015.0
NPY	4852	Mood Disorders	C0525045	group	Mental Disorders	Mental or Behavioral Dysfunction	335	91	0.35	no reported evidence	1.0	8	0	1988.0	2014.0
PTGS1	5742	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.35	no reported evidence	0.8	6	0	1998.0	2009.0
PTGS1	5742	Gastric ulcer	C0038358	disease	Digestive System Diseases	Disease or Syndrome	94	7	0.35	no reported evidence	1.0	7	0	1996.0	2009.0
PTGS1	5742	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.35	no reported evidence	0.8	6	0	1998.0	2009.0
TFAM	7019	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.35	no reported evidence	0.8	5	0	2005.0	2014.0
FKBP5	2289	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.34	no reported evidence	0.8	6	0	2009.0	2016.0
FKBP5	2289	Psychotic Disorders	C0033975	group	Mental Disorders	Mental or Behavioral Dysfunction	316	113	0.34	no reported evidence	1.0	4	1	2013.0	2018.0
MTR	4548	Male infertility	C0021364	disease	Male Urogenital Diseases	Disease or Syndrome	262	72	0.34	no reported evidence	0.75	4	1	2007.0	2016.0
MTRR	4552	Colorectal Carcinoma	C0009402	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2931	539	0.34	no reported evidence	1.0	6	3	2002.0	2012.0
MTRR	4552	Colorectal Cancer	C1527249	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3298	955	0.34	no reported evidence	1.0	6	3	2002.0	2012.0
NPY	4852	Cardiovascular Diseases	C0007222	group	Cardiovascular Diseases	Disease or Syndrome	786	197	0.34	no reported evidence	1.0	5	1	1999.0	2014.0
NPY	4852	Epilepsy	C0014544	disease	Nervous System Diseases	Disease or Syndrome	1176	147	0.34	no reported evidence	1.0	6	0	1997.0	2010.0
PTGS1	5742	Rheumatoid Arthritis	C0003873	disease	Immune System Diseases; Musculoskeletal Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	1832	1878	0.34	no reported evidence	1.0	4	0	1994.0	2004.0
CYP2D6	1565	Drug abuse	C0013146	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	228	25	0.33	no reported evidence	1.0	4	0	2000.0	2015.0
CYP2D6	1565	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.33	no reported evidence		4	0	2007.0	2010.0
FKBP5	2289	Nonorganic psychosis	C0349204	disease		Mental or Behavioral Dysfunction	219	60	0.33	no reported evidence	1.0	3	1	2013.0	2018.0
GSTM3	2947	Colorectal Carcinoma	C0009402	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2931	539	0.33	no reported evidence	1.0	4	0	2001.0	2007.0
GSTM3	2947	Colorectal Cancer	C1527249	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3298	955	0.33	no reported evidence	1.0	4	0	2001.0	2007.0
MTRR	4552	Male infertility	C0021364	disease	Male Urogenital Diseases	Disease or Syndrome	262	72	0.33	no reported evidence	0.6666667	4	1	2007.0	2016.0
MTRR	4552	Childhood Acute Lymphoblastic Leukemia	C0023452	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	442	97	0.33	no reported evidence	1.0	3	2	2007.0	2014.0
NPY	4852	Epilepsy, Temporal Lobe	C0014556	disease	Nervous System Diseases	Disease or Syndrome	180	11	0.33	no reported evidence	1.0	4	0	2001.0	2005.0
TFAM	7019	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.33	no reported evidence	1.0	4	1	2007.0	2012.0
CYP2D6	1565	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.32	no reported evidence	1.0	3	0	1995.0	2008.0
GLO1	2739	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.32	no reported evidence	1.0	2	0	2010.0	2015.0
GSTM3	2947	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.32	no reported evidence	1.0	2	0	2004.0	2009.0
HTR6	3362	Mood Disorders	C0525045	group	Mental Disorders	Mental or Behavioral Dysfunction	335	91	0.32	no reported evidence	1.0	3	0	2000.0	2010.0
MTR	4548	Lymphoma, Follicular	C0024301	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	358	74	0.32	no reported evidence	1.0	2	0	2004.0	2007.0
MTR	4548	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.32	no reported evidence	0.0	3	0	2007.0	2009.0
NPY	4852	Asthma	C0004096	disease	Immune System Diseases; Respiratory Tract Diseases	Disease or Syndrome	1312	729	0.32	no reported evidence	1.0	3	4	1998.0	2017.0
NPY	4852	Drug abuse	C0013146	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	228	25	0.32	no reported evidence	1.0	3	0	2005.0	2018.0
NPY	4852	Withdrawal Symptoms	C0087169	phenotype	Mental Disorders; Substance-Related Disorders	Sign or Symptom	72	9	0.32	no reported evidence	1.0	3	0	2001.0	2009.0
CYP2D6	1565	Mood Disorders	C0525045	group	Mental Disorders	Mental or Behavioral Dysfunction	335	91	0.31	no reported evidence	1.0	1	0	2004.0	2004.0
CYP2D6	1565	Schizophrenia and related disorders	C0809983	group		Disease or Syndrome	12	5	0.31	no reported evidence	1.0	1	0	2011.0	2011.0
FKBP5	2289	Rheumatoid Arthritis	C0003873	disease	Immune System Diseases; Musculoskeletal Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	1832	1878	0.31	no reported evidence	1.0	2	0	2004.0	2010.0
FKBP5	2289	clinical depression	C2362914	disease		Mental or Behavioral Dysfunction	9	0	0.31	no reported evidence	1.0	1	0	2011.0	2011.0
GLO1	2739	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.31	no reported evidence	1.0	1	0	2008.0	2008.0
GLO1	2739	melanoma	C0025202	disease	Neoplasms	Neoplastic Process	2453	389	0.31	no reported evidence	1.0	1	0	2010.0	2010.0
MTR	4548	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.31	no reported evidence	1.0	1	0	2007.0	2007.0
MTR	4548	Cleft upper lip	C0008924	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Stomatognathic Diseases	Congenital Abnormality	168	241	0.31	no reported evidence		2	0	2007.0	2011.0
MTR	4548	Cleft Palate	C0008925	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases; Stomatognathic Diseases	Congenital Abnormality	111	10	0.31	no reported evidence		2	0	2007.0	2011.0
MTR	4548	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.31	no reported evidence	1.0	2	1	1988.0	2009.0
MTR	4548	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.31	no reported evidence	1.0	2	1	1988.0	2009.0
MTR	4548	Lymphoma	C0024299	group	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	1306	61	0.31	no reported evidence	1.0	2	1	2005.0	2007.0
MTR	4548	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.31	no reported evidence	1.0	1	0	2007.0	2007.0
MTR	4548	Severe depression	C0588008	disease		Mental or Behavioral Dysfunction	21	0	0.31	no reported evidence	1.0	1	0	2009.0	2009.0
NPY	4852	Drug habituation	C0013170	phenotype	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	137	7	0.31	no reported evidence	1.0	2	0	2009.0	2010.0
NPY	4852	Schizoaffective Disorder	C0036337	disease	Mental Disorders	Mental or Behavioral Dysfunction	108	86	0.31	no reported evidence	1.0	1	0	2010.0	2010.0
NPY	4852	Substance Dependence	C0038580	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	139	13	0.31	no reported evidence	1.0	2	0	2009.0	2012.0
NPY	4852	Substance Use Disorders	C0038586	group	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	142	10	0.31	no reported evidence	1.0	2	0	2009.0	2012.0
NPY	4852	Alcohol-Related Disorders	C0236664	group	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	6	96	0.31	no reported evidence	1.0	1	0	2006.0	2006.0
NPY	4852	Hyperactive behavior	C0424295	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	708	59	0.31	no reported evidence	1.0	2	0	1997.0	2009.0
NPY	4852	Substance abuse problem	C0740858	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	154	10	0.31	no reported evidence	1.0	2	0	2009.0	2012.0
PTGS1	5742	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.31	no reported evidence	1.0	1	0	2012.0	2012.0
RPS6	6194	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.31	no reported evidence	1.0	2	0	2008.0	2010.0
RPS6	6194	Malignant neoplasm of stomach	C0024623	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2397	341	0.31	no reported evidence	1.0	2	0	2011.0	2017.0
RPS6	6194	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.31	no reported evidence	1.0	2	0	2008.0	2010.0
RPS6	6194	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.31	no reported evidence	1.0	2	0	2011.0	2015.0
EHMT2	10919	Neoplasm Metastasis	C0027627	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	3919	129	0.31	no reported evidence	1.0	3	0	2010.0	2018.0
CFB	629	Myasthenia Gravis	C0026896	disease	Immune System Diseases; Nervous System Diseases	Disease or Syndrome	178	8	0.3	no reported evidence		1	0	1983.0	1983.0
CFB	629	Injuries, Acute Brain	C0085742	group	Nervous System Diseases; Wounds and Injuries	Injury or Poisoning	69	0	0.3	no reported evidence		1	0	2007.0	2007.0
CFB	629	Libman-Sacks Disease	C0242380	disease	Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	58	0	0.3	no reported evidence		1	0	2009.0	2009.0
CFB	629	Brain Injuries	C0270611	group	Nervous System Diseases; Wounds and Injuries	Injury or Poisoning	69	0	0.3	no reported evidence		1	0	2007.0	2007.0
CFB	629	Brain Lacerations	C0272945	disease	Nervous System Diseases; Wounds and Injuries	Injury or Poisoning	69	0	0.3	no reported evidence		1	0	2007.0	2007.0
CFB	629	Brain Injuries, Focal	C0452047	group	Nervous System Diseases; Wounds and Injuries	Injury or Poisoning	69	0	0.3	no reported evidence		1	0	2007.0	2007.0
CFB	629	Myasthenia Gravis, Generalized	C0751339	disease	Immune System Diseases; Nervous System Diseases	Disease or Syndrome	8	0	0.3	no reported evidence		1	0	1983.0	1983.0
CFB	629	Myasthenia Gravis, Ocular	C0751340	disease	Immune System Diseases; Nervous System Diseases	Disease or Syndrome	11	0	0.3	no reported evidence		1	0	1983.0	1983.0
CFB	629	MACULAR DEGENERATION, AGE-RELATED, 14	C3809653	disease		Disease or Syndrome	2	0	0.3	no reported evidence		0	0		
CFB	629	MACULAR DEGENERATION, AGE-RELATED, REDUCED RISK OF	C3809654	disease		Disease or Syndrome	2	0	0.3	no reported evidence		0	0		
C2	717	Dermatomyositis	C0011633	disease	Musculoskeletal Diseases; Nervous System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	113	13	0.3	no reported evidence		1	0	1988.0	1988.0
C2	717	IGA Glomerulonephritis	C0017661	disease	Female Urogenital Diseases and Pregnancy Complications; Immune System Diseases; Male Urogenital Diseases	Disease or Syndrome	236	48	0.3	no reported evidence		1	0	2015.0	2015.0
C2	717	Dermatitis, Irritant	C0162823	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	22	0	0.3	no reported evidence		1	0	2017.0	2017.0
C2	717	Adult type dermatomyositis	C0221056	disease	Musculoskeletal Diseases; Nervous System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	86	10	0.3	no reported evidence		1	0	1988.0	1988.0
C2	717	Dermatomyositis, Childhood Type	C0263666	disease	Musculoskeletal Diseases; Nervous System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	39	0	0.3	no reported evidence		1	0	1988.0	1988.0
C2	717	MACULAR DEGENERATION, AGE-RELATED, 14	C3809653	disease		Disease or Syndrome	2	0	0.3	no reported evidence		0	0		
C2	717	MACULAR DEGENERATION, AGE-RELATED, REDUCED RISK OF	C3809654	disease		Disease or Syndrome	2	0	0.3	no reported evidence		0	0		
CYP2D6	1565	Basal Ganglia Diseases	C0004782	group	Nervous System Diseases	Disease or Syndrome	19	2	0.3	no reported evidence		1	0	2005.0	2005.0
CYP2D6	1565	Comatose	C0009421	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	74	1	0.3	no reported evidence		1	0	2008.0	2008.0
CYP2D6	1565	Drug habituation	C0013170	phenotype	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	137	7	0.3	no reported evidence		1	0	2007.0	2007.0
CYP2D6	1565	Drug toxicity	C0013221	group	Substance-Related Disorders	Injury or Poisoning	82	0	0.3	no reported evidence		1	0	2013.0	2013.0
CYP2D6	1565	Drug Use Disorders	C0013222	group	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	118	0	0.3	no reported evidence		1	0	2007.0	2007.0
CYP2D6	1565	Dystonia	C0013421	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	250	31	0.3	no reported evidence		1	0	2006.0	2006.0
CYP2D6	1565	Tonic-Clonic Epilepsy	C0014549	disease	Nervous System Diseases	Disease or Syndrome	16	0	0.3	no reported evidence		1	0	2007.0	2007.0
CYP2D6	1565	Extrapyramidal Disorders	C0015371	group	Nervous System Diseases	Disease or Syndrome	57	0	0.3	no reported evidence		1	0	2005.0	2005.0
CYP2D6	1565	Frigidity	C0016722	phenotype	Mental Disorders	Mental or Behavioral Dysfunction	6	0	0.3	no reported evidence		2	0	2003.0	2007.0
CYP2D6	1565	Hypoactive Sexual Desire Disorder	C0020594	phenotype	Mental Disorders	Mental or Behavioral Dysfunction	6	0	0.3	no reported evidence		2	0	2003.0	2007.0
CYP2D6	1565	Kidney Failure, Acute	C0022660	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	309	8	0.3	no reported evidence		1	0	2010.0	2010.0
CYP2D6	1565	Muscle Rigidity	C0026837	phenotype	Musculoskeletal Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	118	7	0.3	no reported evidence		1	0	2005.0	2005.0
CYP2D6	1565	Nephritis, Interstitial	C0027707	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	32	0	0.3	no reported evidence		1	0	2010.0	2010.0
CYP2D6	1565	Occupational Diseases	C0028797	group	Occupational Diseases	Disease or Syndrome	12	0	0.3	no reported evidence		1	0	2007.0	2007.0
CYP2D6	1565	Organic Mental Disorders, Substance-Induced	C0029231	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	115	0	0.3	no reported evidence		1	0	2007.0	2007.0
CYP2D6	1565	Orgasmic Disorder	C0029261	phenotype	Mental Disorders	Mental or Behavioral Dysfunction	6	0	0.3	no reported evidence		2	0	2003.0	2007.0
CYP2D6	1565	Prenatal Exposure Delayed Effects	C0033054	disease	Female Urogenital Diseases and Pregnancy Complications	Injury or Poisoning	11	0	0.3	no reported evidence		1	0	2005.0	2005.0
CYP2D6	1565	Psychosexual Disorders	C0033953	group	Mental Disorders	Mental or Behavioral Dysfunction	6	0	0.3	no reported evidence		2	0	2003.0	2007.0
CYP2D6	1565	Sexual Arousal Disorder	C0036902	disease	Mental Disorders	Mental or Behavioral Dysfunction	7	0	0.3	no reported evidence		2	0	2003.0	2007.0
CYP2D6	1565	Substance Dependence	C0038580	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	139	13	0.3	no reported evidence		1	0	2007.0	2007.0
CYP2D6	1565	Substance Use Disorders	C0038586	group	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	142	10	0.3	no reported evidence		1	0	2007.0	2007.0
CYP2D6	1565	Tremor	C0040822	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	225	27	0.3	no reported evidence		1	0	2005.0	2005.0
CYP2D6	1565	Saturnine Tremor	C0040827	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	9	0	0.3	no reported evidence		1	0	2005.0	2005.0
CYP2D6	1565	Nephritis, Tubulointerstitial	C0041349	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	37	1	0.3	no reported evidence		1	0	2010.0	2010.0
CYP2D6	1565	Adverse reaction to drug	C0041755	group	Substance-Related Disorders	Pathologic Function	82	0	0.3	no reported evidence		1	0	2013.0	2013.0
CYP2D6	1565	Weight Gain	C0043094	phenotype	Pathological Conditions, Signs and Symptoms	Finding	109	1	0.3	no reported evidence		1	0	2011.0	2011.0
CYP2D6	1565	Senile Tremor	C0149840	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	9	0	0.3	no reported evidence		1	0	2005.0	2005.0
CYP2D6	1565	Cogwheel Rigidity	C0151564	phenotype	Musculoskeletal Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	10	0	0.3	no reported evidence		1	0	2005.0	2005.0
CYP2D6	1565	Gegenhalten	C0231519	phenotype	Musculoskeletal Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Finding	5	0	0.3	no reported evidence		1	0	2005.0	2005.0
