Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
GRN	2896	Semantic Dementia	C0338462	disease	Mental Disorders; Nervous System Diseases; Nutritional and Metabolic Diseases	Mental or Behavioral Dysfunction	13	1	0.52	no reported evidence	1.0	4	0	2010.0	2015.0
GSK3B	2932	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.52	no reported evidence	1.0	5	1	2008.0	2017.0
GSK3B	2932	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.52	no reported evidence	1.0	6	1	2008.0	2017.0
GSK3B	2932	Myocardial Infarction	C0027051	disease	Cardiovascular Diseases	Disease or Syndrome	965	454	0.52	no reported evidence	1.0	4	0	2006.0	2018.0
HTR2A	3356	Depression, Bipolar	C0005587	disease	Mental Disorders	Mental or Behavioral Dysfunction	60	1	0.51	no reported evidence	1.0	3	0	2004.0	2009.0
HTR2A	3356	Alcohol abuse	C0085762	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	106	106	0.51	no reported evidence	0.5	2	0	1998.0	2008.0
LRP1	4035	Burnett Schwartz Berberian syndrome	C0263428	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Skin and Connective Tissue Diseases	Disease or Syndrome	2	1	0.51	no reported evidence	1.0	1	1	2016.0	2016.0
GSK3B	2932	Hypertensive disease	C0020538	group	Cardiovascular Diseases	Disease or Syndrome	1309	447	0.5	no reported evidence		1	0	2012.0	2012.0
HTR2A	3356	Manic Disorder	C0024713	disease	Mental Disorders	Mental or Behavioral Dysfunction	47	0	0.5	no reported evidence		2	0	2004.0	2005.0
PRNP	5621	Kuru	C0022802	disease	Nervous System Diseases	Disease or Syndrome	1	0	0.5	no reported evidence		0	0		
PRNP	5621	Prion Diseases	C0162534	group	Nervous System Diseases	Disease or Syndrome	79	30	0.5	no reported evidence	0.9562363	498	23	1988.0	2018.0
PRNP	5621	Creutzfeldt-Jakob Disease, Heidenhain Variant	C1969957	disease	Eye Diseases; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1	8	0.5	no reported evidence		10	8	1990.0	2010.0
CHAT	1103	Myasthenic Syndromes, Congenital	C0751882	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Disease or Syndrome	47	21	0.48	strong	1.0	10	1	1993.0	2018.0
LRP1	4035	Migraine Disorders	C0149931	group	Nervous System Diseases	Disease or Syndrome	289	198	0.46	no reported evidence	1.0	9	1	2011.0	2017.0
CHAT	1103	Arthrogryposis	C0003886	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	Disease or Syndrome	306	6	0.4	strong		2	0	1993.0	2001.0
GRN	2896	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.4	no reported evidence	1.0	3	0	2010.0	2012.0
GRN	2896	Parkinson Disease	C0030567	disease	Nervous System Diseases	Disease or Syndrome	1063	636	0.4	strong	0.8	11	2	1993.0	2016.0
GRN	2896	Dementia	C0497327	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	435	107	0.4	no reported evidence	0.96551724137931	43	2	2006.0	2016.0
GRN	2896	Frontotemporal Lobar Degeneration	C0751072	disease	Mental Disorders; Nervous System Diseases; Nutritional and Metabolic Diseases	Mental or Behavioral Dysfunction	97	37	0.4	no reported evidence	0.977443609022556	134	8	2006.0	2018.0
GSK3B	2932	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.4	no reported evidence	1.0	18	4	2003.0	2017.0
GSK3B	2932	Major Depressive Disorder	C1269683	disease	Mental Disorders	Mental or Behavioral Dysfunction	512	210	0.4	no reported evidence	1.0	11	9	2009.0	2017.0
HTR2A	3356	Anorexia Nervosa	C0003125	disease	Mental Disorders	Mental or Behavioral Dysfunction	94	38	0.4	no reported evidence	0.8333333	12	0	1998.0	2010.0
HTR2A	3356	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.4	no reported evidence	1.0	25	2	1997.0	2016.0
HTR2A	3356	Obsessive-Compulsive Disorder	C0028768	disease	Mental Disorders	Mental or Behavioral Dysfunction	113	65	0.4	no reported evidence	0.9333333	16	2	2001.0	2016.0
HTR2A	3356	Psychotic Disorders	C0033975	group	Mental Disorders	Mental or Behavioral Dysfunction	316	113	0.4	no reported evidence	1.0	16	1	2000.0	2016.0
HTR2A	3356	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.4	no reported evidence	0.9259259	87	3	1992.0	2016.0
HTR2A	3356	Unipolar Depression	C0041696	disease	Mental Disorders	Mental or Behavioral Dysfunction	516	378	0.4	no reported evidence	1.0	25	3	2000.0	2017.0
HTR2A	3356	Mood Disorders	C0525045	group	Mental Disorders	Mental or Behavioral Dysfunction	335	91	0.4	no reported evidence	0.8	20	4	1997.0	2012.0
LRP1	4035	Atrophoderma vermiculatum	C0263429	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Skin and Connective Tissue Diseases	Disease or Syndrome	1	1	0.4	no reported evidence		0	1		
LRP1	4035	Common Migraine	C0338480	disease	Nervous System Diseases	Disease or Syndrome	54	38	0.4	no reported evidence		2	1	2012.0	2017.0
PRNP	5621	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.9104478	68	3	1986.0	2016.0
PRNP	5621	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.4	no reported evidence	0.9032258	32	2	1990.0	2015.0
PRNP	5621	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.4	no reported evidence	1.0	1	0	2012.0	2012.0
PRNP	5621	CEREBRAL AMYLOID ANGIOPATHY, PRNP-RELATED	C3805618	disease		Disease or Syndrome	1	11	0.4	no reported evidence		13	11	1989.0	2011.0
CYP46A1	10858	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.96875	33	5	2002.0	2016.0
BACE1	23621	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.9521531	217	3	1999.0	2018.0
TMEM106B	54664	Frontotemporal Lobar Degeneration	C0751072	disease	Mental Disorders; Nervous System Diseases; Nutritional and Metabolic Diseases	Mental or Behavioral Dysfunction	97	37	0.4	no reported evidence	1.0	18	0	2010.0	2016.0
GSK3B	2932	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.39	no reported evidence	1.0	11	0	2004.0	2015.0
GRN	2896	Primary Progressive Nonfluent Aphasia	C0751706	disease	Mental Disorders; Nervous System Diseases; Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	10	4	0.38	no reported evidence	0.875	8	3	2006.0	2015.0
HTR2A	3356	Autistic Disorder	C0004352	group	Mental Disorders	Mental or Behavioral Dysfunction	676	237	0.38	no reported evidence	1.0	8	1	1991.0	2017.0
HTR2A	3356	Obesity	C0028754	disease	Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1960	811	0.38	no reported evidence	1.0	9	1	2000.0	2015.0
HTR2A	3356	Seasonal Affective Disorder	C0085159	disease	Mental Disorders	Mental or Behavioral Dysfunction	30	10	0.38	no reported evidence	1.0	8	2	1997.0	2010.0
GRN	2896	Behavioral variant of frontotemporal dementia	C4011788	disease		Disease or Syndrome	23	7	0.36	no reported evidence	0.833333333333333	6	0	2007.0	2015.0
PRNP	5621	Malignant neoplasm of stomach	C0024623	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2397	341	0.36	no reported evidence	1.0	6	0	2005.0	2015.0
PRNP	5621	Scrapie	C0036457	disease	Animal Diseases; Nervous System Diseases	Disease or Syndrome	6	0	0.35	no reported evidence	1.0	9	0	1994.0	2011.0
GSK3B	2932	Prostatic Neoplasms	C0033578	group	Male Urogenital Diseases; Neoplasms	Neoplastic Process	1553	25	0.34	no reported evidence	1.0	6	0	2003.0	2015.0
GSK3B	2932	Unipolar Depression	C0041696	disease	Mental Disorders	Mental or Behavioral Dysfunction	516	378	0.34	no reported evidence	1.0	6	3	2010.0	2016.0
GSK3B	2932	Mood Disorders	C0525045	group	Mental Disorders	Mental or Behavioral Dysfunction	335	91	0.34	no reported evidence	1.0	4	1	2008.0	2017.0
HTR2A	3356	Migraine Disorders	C0149931	group	Nervous System Diseases	Disease or Syndrome	289	198	0.34	no reported evidence	1.0	5	0	1996.0	2011.0
PRNP	5621	Neoplasm Metastasis	C0027627	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	3919	129	0.34	no reported evidence	1.0	5	0	2008.0	2017.0
CHAT	1103	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.33	no reported evidence	1.0	3	0	2000.0	2007.0
FMO3	2328	Adenomatous Polyposis Coli	C0032580	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Neoplasms	Neoplastic Process	391	31	0.33	no reported evidence	1.0	3	1	2005.0	2008.0
PRNP	5621	Stomach Neoplasms	C0038356	group	Digestive System Diseases; Neoplasms	Neoplastic Process	834	23	0.33	no reported evidence		4	0	2006.0	2008.0
PRNP	5621	Amyloidosis, Cerebral, with Spongiform Encephalopathy	C2931022	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1	8	0.33	no reported evidence	0.6666667	14	8	1989.0	2010.0
CDK5R1	8851	Intellectual Disability	C3714756	group	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	2502	53	0.33	strong	1.0	3	0	2007.0	2016.0
NR1I2	8856	Osteosarcoma	C0029463	disease	Neoplasms	Neoplastic Process	1102	74	0.33	no reported evidence	1.0	3	0	2007.0	2013.0
NR1I2	8856	Steatohepatitis	C2711227	disease	Digestive System Diseases	Disease or Syndrome	568	41	0.33	no reported evidence	1.0	3	1	2013.0	2016.0
BACE1	23621	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.33	no reported evidence	0.6666667	4	0	2006.0	2016.0
BACE1	23621	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.33	no reported evidence	0.5	3	0	2009.0	2011.0
BACE1	23621	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.33	no reported evidence	1.0	4	0	2004.0	2014.0
CHAT	1103	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.32	no reported evidence	0.5	2	1	2009.0	2011.0
CHAT	1103	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.32	no reported evidence	0.5	2	1	2009.0	2011.0
GRN	2896	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.32	no reported evidence	1.0	2	0	2012.0	2015.0
GSK3B	2932	Manic	C0338831	disease	Mental Disorders	Mental or Behavioral Dysfunction	92	6	0.32	no reported evidence	1.0	3	0	2010.0	2017.0
GSK3B	2932	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.32	no reported evidence	1.0	4	1	2001.0	2013.0
GSK3B	2932	Tauopathies	C0949664	group	Nervous System Diseases	Disease or Syndrome	129	18	0.32	no reported evidence	1.0	3	0	2011.0	2016.0
HTR2A	3356	Schizoaffective Disorder	C0036337	disease	Mental Disorders	Mental or Behavioral Dysfunction	108	86	0.32	no reported evidence	1.0	3	1	2004.0	2009.0
HTR2A	3356	Hyperactive behavior	C0424295	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	708	59	0.32	no reported evidence	1.0	4	2	2004.0	2009.0
PRNP	5621	Hepatolenticular Degeneration	C0019202	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	68	220	0.32	no reported evidence	1.0	2	1	2006.0	2006.0
PRNP	5621	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.32	no reported evidence	0.5	3	0	2000.0	2012.0
PRNP	5621	Alzheimer Disease, Early Onset	C0750901	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	115	55	0.32	no reported evidence	1.0	3	1	2000.0	2007.0
NR1I2	8856	Adenocarcinoma	C0001418	group	Neoplasms	Neoplastic Process	1711	67	0.32	no reported evidence	1.0	3	0	2003.0	2012.0
NR1I2	8856	Fatty Liver	C0015695	disease	Digestive System Diseases	Disease or Syndrome	442	24	0.32	no reported evidence	1.0	2	1	2013.0	2016.0
NR1I2	8856	Obesity	C0028754	disease	Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1960	811	0.32	no reported evidence	1.0	3	0	2010.0	2014.0
NR1I2	8856	Metabolic Syndrome X	C0524620	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	547	293	0.32	no reported evidence	1.0	3	0	2010.0	2014.0
NR1I2	8856	Drug-Induced Liver Disease	C0860207	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	376	45	0.32	no reported evidence	1.0	4	0	2010.0	2018.0
CYP46A1	10858	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.32	no reported evidence	1.0	3	1	2006.0	2009.0
BACE1	23621	Alzheimer Disease, Early Onset	C0750901	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	115	55	0.32	no reported evidence	1.0	3	0	1999.0	2010.0
TSPO	706	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.31	no reported evidence	1.0	1	1	2014.0	2014.0
TSPO	706	End Stage Liver Disease	C0745744	disease	Digestive System Diseases	Disease or Syndrome	37	0	0.31	no reported evidence	1.0	2	0	1999.0	2004.0
TSPO	706	Chronic Liver Failure	C2936476	disease	Digestive System Diseases	Disease or Syndrome	11	0	0.31	no reported evidence	1.0	2	0	1999.0	2004.0
GRN	2896	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.31	no reported evidence	1.0	2	0	2010.0	2012.0
GSK3B	2932	Depression, Bipolar	C0005587	disease	Mental Disorders	Mental or Behavioral Dysfunction	60	1	0.31	no reported evidence	1.0	2	0	2010.0	2014.0
GSK3B	2932	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.31	no reported evidence	1.0	3	0	2007.0	2013.0
GSK3B	2932	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse	C0334634	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	348	13	0.31	no reported evidence		1	0	2009.0	2009.0
HTR2A	3356	Dyskinetic syndrome	C0013384	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	77	16	0.31	no reported evidence	1.0	2	1	2001.0	2009.0
HTR2A	3356	Chronic Obstructive Airway Disease	C0024117	disease	Respiratory Tract Diseases	Disease or Syndrome	668	408	0.31	no reported evidence	1.0	1	0	2012.0	2012.0
HTR2A	3356	Major depression, single episode	C0024517	disease		Mental or Behavioral Dysfunction	30	11	0.31	no reported evidence	1.0	1	3	2010.0	2010.0
HTR2A	3356	Severe major depression with psychotic features	C0270458	disease		Mental or Behavioral Dysfunction	8	2	0.31	no reported evidence	1.0	1	0	2013.0	2013.0
HTR2A	3356	Cocaine Dependence	C0600427	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	156	28	0.31	no reported evidence	1.0	4	1	2001.0	2013.0
LRP1	4035	Unipolar Depression	C0041696	disease	Mental Disorders	Mental or Behavioral Dysfunction	516	378	0.31	no reported evidence	1.0	1	0	2010.0	2010.0
LRP1	4035	Major Depressive Disorder	C1269683	disease	Mental Disorders	Mental or Behavioral Dysfunction	512	210	0.31	no reported evidence	1.0	1	0	2010.0	2010.0
LRP1	4035	Colorectal Cancer	C1527249	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3298	955	0.31	no reported evidence	1.0	2	1	2006.0	2017.0
MYO1D	4642	Autistic Disorder	C0004352	group	Mental Disorders	Mental or Behavioral Dysfunction	676	237	0.31	no reported evidence	1.0	1	0	2007.0	2007.0
PRNP	5621	Prostatic Neoplasms	C0033578	group	Male Urogenital Diseases; Neoplasms	Neoplastic Process	1553	25	0.31	no reported evidence	1.0	2	0	2000.0	2007.0
PRNP	5621	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.31	no reported evidence	1.0	2	0	2007.0	2015.0
PRNP	5621	Human Transmissible Spongiform Encephalopathies, Inherited	C0751645	disease	Nervous System Diseases	Disease or Syndrome	1	0	0.31	no reported evidence	1.0	5	0	1998.0	2007.0
CDK5R1	8851	Cognition Disorders	C0009241	group	Mental Disorders	Mental or Behavioral Dysfunction	236	29	0.31	no reported evidence	1.0	2	0	2007.0	2008.0
CDK5R1	8851	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.31	no reported evidence	1.0	1	0	2011.0	2011.0
NR1I2	8856	Diabetes Mellitus	C0011849	group	Endocrine System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1506	440	0.31	no reported evidence	1.0	2	0	2010.0	2014.0
NR1I2	8856	Neonatal Jaundice	C0022353	phenotype	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	34	0	0.31	no reported evidence	1.0	1	0	2012.0	2012.0
GSTO1	9446	Lung diseases	C0024115	group	Respiratory Tract Diseases	Disease or Syndrome	392	18	0.31	no reported evidence	0.0	1	1	2012.0	2012.0
GSTO1	9446	Neurodegenerative Disorders	C0524851	group	Nervous System Diseases	Disease or Syndrome	744	41	0.31	no reported evidence	1.0	2	0	2005.0	2008.0
WWC1	23286	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.31	no reported evidence	1.0	2	0	2011.0	2016.0
WWC1	23286	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.31	no reported evidence	1.0	2	0	2011.0	2016.0
WWC1	23286	Psychotic Disorders	C0033975	group	Mental Disorders	Mental or Behavioral Dysfunction	316	113	0.31	no reported evidence	1.0	1	0	2010.0	2010.0
WWC1	23286	Nonorganic psychosis	C0349204	disease		Mental or Behavioral Dysfunction	219	60	0.31	no reported evidence	1.0	1	0	2010.0	2010.0
GSTO2	119391	Malignant neoplasm of urinary bladder	C0005684	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1143	157	0.31	no reported evidence	1.0	1	1	2012.0	2012.0
GSTO2	119391	Bladder Neoplasm	C0005695	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1216	142	0.31	no reported evidence	1.0	1	1	2012.0	2012.0
TSPO	706	Hepatic Coma	C0019147	disease	Digestive System Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	14	0	0.3	no reported evidence		2	0	1999.0	1999.0
TSPO	706	Hepatic Encephalopathy	C0019151	disease	Digestive System Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	35	3	0.3	no reported evidence		2	0	1999.0	1999.0
TSPO	706	Liver Cirrhosis, Experimental	C0023893	disease	Digestive System Diseases	Experimental Model of Disease	800	0	0.3	no reported evidence		1	0	2015.0	2015.0
TSPO	706	Fulminant Hepatic Failure with Cerebral Edema	C0751197	disease	Digestive System Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	13	0	0.3	no reported evidence		2	0	1999.0	1999.0
TSPO	706	Hepatic Stupor	C0751198	disease	Digestive System Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	13	0	0.3	no reported evidence		2	0	1999.0	1999.0
CHAT	1103	Alcoholic Intoxication	C0001969	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	40	3	0.3	no reported evidence	1.0	1	0	1986.0	1986.0
CHAT	1103	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.3	no reported evidence	0.964285714285714	33	5	1987.0	2014.0
CHAT	1103	Angle Closure Glaucoma	C0017605	disease	Eye Diseases	Disease or Syndrome	33	11	0.3	no reported evidence		1	0	2016.0	2016.0
CHAT	1103	Jacksonian Seizure	C0022333	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	100	0	0.3	no reported evidence		1	0	2010.0	2010.0
CHAT	1103	Reperfusion Injury	C0035126	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Injury or Poisoning	109	0	0.3	no reported evidence		1	0	2013.0	2013.0
CHAT	1103	Retinal Diseases	C0035309	group	Eye Diseases	Disease or Syndrome	354	35	0.3	no reported evidence		1	0	2013.0	2013.0
CHAT	1103	Seizures	C0036572	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	1173	165	0.3	no reported evidence		1	0	2010.0	2010.0
CHAT	1103	Complex partial seizures	C0149958	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	115	6	0.3	no reported evidence		1	0	2010.0	2010.0
CHAT	1103	Generalized seizures	C0234533	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	125	4	0.3	no reported evidence		1	0	2010.0	2010.0
CHAT	1103	Seizures, Clonic	C0234535	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	100	0	0.3	no reported evidence		1	0	2010.0	2010.0
CHAT	1103	Visual seizure	C0270824	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	206	0	0.3	no reported evidence		1	0	2010.0	2010.0
CHAT	1103	Tonic Seizures	C0270844	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	103	0	0.3	no reported evidence		1	0	2010.0	2010.0
CHAT	1103	Epileptic drop attack	C0270846	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	114	1	0.3	no reported evidence		1	0	2010.0	2010.0
CHAT	1103	Seizures, Somatosensory	C0422850	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Pathologic Function	100	0	0.3	no reported evidence		1	0	2010.0	2010.0
