Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
APOE	348	Hypercholesterolemia, Familial	C0020445	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	153	1189	0.6	strong	0.65	23	0	1990.0	2016.0
APOE	348	Hyperlipidemia	C0020473	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	231	26	0.6	no reported evidence	0.9375	56	2	1984.0	2016.0
APOE	348	Hypertensive disease	C0020538	group	Cardiovascular Diseases	Disease or Syndrome	1309	447	0.6	no reported evidence	0.84	53	2	1994.0	2017.0
APOE	348	Sea-Blue Histiocyte Syndrome	C0036489	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Hemic and Lymphatic Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	5	1	0.6	no reported evidence		1	1	2000.0	2000.0
APOE	348	Hyperlipoproteinemia Type IIa	C0745103	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	152	182	0.6	no reported evidence	0.736842105263158	21	3	1989.0	2016.0
APOA1	335	Hypoalphalipoproteinemia, Familial	C1704429	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	12	7	0.59	no reported evidence	1.0	9	0	1986.0	2016.0
MAPT	4137	Semantic Dementia	C0338462	disease	Mental Disorders; Nervous System Diseases; Nutritional and Metabolic Diseases	Mental or Behavioral Dysfunction	13	1	0.55	no reported evidence	1.0	11	1	1998.0	2011.0
MAPT	4137	Supranuclear Palsy, Progressive, 1, Atypical	C1850077	disease	Eye Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1	0	0.51	no reported evidence	1.0	1	0	2007.0	2007.0
APOA1	335	Hypoalphalipoproteinemias	C0473527	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	20	1	0.5	no reported evidence	1.0	15	0	1986.0	2012.0
APOC3	345	Hypercholesterolemia, Familial	C0020445	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	153	1189	0.5	limited		1	0	2005.0	2005.0
APOE	348	Atherosclerosis	C0004153	disease	Cardiovascular Diseases	Disease or Syndrome	1133	131	0.5	no reported evidence	0.951923076923077	345	3	1983.0	2018.0
APOE	348	Coronary heart disease	C0010068	disease	Cardiovascular Diseases	Disease or Syndrome	912	760	0.5	no reported evidence	0.960526315789474	154	4	1983.0	2018.0
APOE	348	Hypercholesterolemia	C0020443	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	239	63	0.5	no reported evidence	0.955223880597015	73	2	1985.0	2018.0
APOE	348	Myocardial Infarction	C0027051	disease	Cardiovascular Diseases	Disease or Syndrome	965	454	0.5	no reported evidence	1.0	43	4	1986.0	2017.0
APOE	348	Obesity	C0028754	disease	Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1960	811	0.5	no reported evidence	0.918918918918919	37	2	1989.0	2017.0
APOE	348	Cerebral Amyloid Angiopathy	C0085220	disease	Cardiovascular Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	44	11	0.5	no reported evidence	0.950819672131147	62	1	1996.0	2018.0
APOE	348	Dyslipidemias	C0242339	group	Nutritional and Metabolic Diseases	Disease or Syndrome	215	48	0.5	no reported evidence	0.938775510204082	53	4	1994.0	2016.0
APOE	348	Age related macular degeneration	C0242383	disease	Eye Diseases	Disease or Syndrome	381	551	0.5	no reported evidence	0.94	51	3	1998.0	2017.0
MAPT	4137	Parkinson Disease	C0030567	disease	Nervous System Diseases	Disease or Syndrome	1063	636	0.5	no reported evidence	0.979798	107	32	1999.0	2018.0
MAPT	4137	Parkinsonian Disorders	C0242422	group	Nervous System Diseases	Disease or Syndrome	213	64	0.5	no reported evidence	0.9868421	84	8	1998.0	2018.0
MAPT	4137	Dementia	C0497327	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	435	107	0.5	no reported evidence	0.9863014	93	12	1998.0	2018.0
PICALM	8301	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.5	no reported evidence	0.9574468	50	16	2009.0	2018.0
ABCA7	10347	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.5	no reported evidence	1.0	36	8	2011.0	2018.0
ABCA7	10347	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.5	no reported evidence		2	0	2011.0	2015.0
CD2AP	23607	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.5	no reported evidence	1.0	13	2	2011.0	2018.0
CD2AP	23607	Focal glomerulosclerosis	C0017668	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	154	17	0.49	no reported evidence	1.0	9	0	2003.0	2014.0
APOE	348	Kidney Failure	C0035078	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	296	24	0.46	no reported evidence	1.0	7	0	1994.0	2014.0
CR1	1378	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.46	no reported evidence	1.0	11	8	2009.0	2018.0
MAPT	4137	Memory impairment	C0233794	phenotype	Behavior and Behavior Mechanisms; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	266	22	0.45	no reported evidence	1.0	10	3	2002.0	2018.0
MAPT	4137	PARKINSON DISEASE, LATE-ONSET	C3160718	disease		Disease or Syndrome	92	33	0.45	no reported evidence	1.0	10	1	2000.0	2014.0
APOE	348	Renal Insufficiency	C1565489	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	262	12	0.44	no reported evidence	0.75	5	0	2006.0	2014.0
MAPT	4137	Memory Loss	C0751295	phenotype	Behavior and Behavior Mechanisms; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	125	2	0.43	no reported evidence	1.0	7	0	2002.0	2018.0
APOC3	345	Cholesteryl Ester Transfer Protein Deficiency	C0342883	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	19	1	0.42	no reported evidence	1.0	2	0	1991.0	2014.0
APOA1	335	Coronary Arteriosclerosis	C0010054	disease	Cardiovascular Diseases	Disease or Syndrome	759	189	0.4	no reported evidence	0.888888888888889	37	0	1986.0	2017.0
APOA1	335	Edema	C0013604	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	92	0	0.4	no reported evidence		1	0	2011.0	2011.0
APOA1	335	Apolipoprotein A-I deficiency	C0342898	phenotype		Pathologic Function	3	3	0.4	no reported evidence		3	3	1989.0	1998.0
APOA1	335	Coronary Artery Disease	C1956346	disease	Cardiovascular Diseases	Disease or Syndrome	980	861	0.4	no reported evidence	0.894736842105263	62	1	1986.0	2017.0
APOA1	335	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.4	no reported evidence	1.0	18	0	1986.0	2016.0
APOC3	345	Cardiovascular Diseases	C0007222	group	Cardiovascular Diseases	Disease or Syndrome	786	197	0.4	no reported evidence	1.0	12	1	2001.0	2016.0
APOC3	345	Coronary Arteriosclerosis	C0010054	disease	Cardiovascular Diseases	Disease or Syndrome	759	189	0.4	no reported evidence	0.916666666666667	13	0	1997.0	2016.0
APOC3	345	Coronary Artery Disease	C1956346	disease	Cardiovascular Diseases	Disease or Syndrome	980	861	0.4	no reported evidence	0.958333333333333	26	0	1997.0	2016.0
APOE	348	Amyloidosis	C0002726	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	832	120	0.4	no reported evidence	0.955182072829132	358	2	1993.0	2018.0
APOE	348	Arteriosclerosis	C0003850	disease	Cardiovascular Diseases	Disease or Syndrome	1086	121	0.4	no reported evidence	0.955555555555556	317	3	1983.0	2018.0
APOE	348	Cardiovascular Diseases	C0007222	group	Cardiovascular Diseases	Disease or Syndrome	786	197	0.4	no reported evidence	0.905172413793103	121	0	1996.0	2016.0
APOE	348	Cognition Disorders	C0009241	group	Mental Disorders	Mental or Behavioral Dysfunction	236	29	0.4	no reported evidence	0.923076923076923	40	0	1997.0	2017.0
APOE	348	Delirium	C0011206	disease	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	44	6	0.4	no reported evidence	0.4	15	0	2007.0	2018.0
APOE	348	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.4	no reported evidence	0.892307692307692	395	2	1993.0	2018.0
APOE	348	Multiple Sclerosis	C0026769	disease	Immune System Diseases; Nervous System Diseases	Disease or Syndrome	1105	745	0.4	no reported evidence	0.903225806451613	63	2	1995.0	2016.0
APOE	348	Proteinuria	C0033687	phenotype	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Pathological Conditions, Signs and Symptoms	Finding	183	5	0.4	no reported evidence		1	0	2011.0	2011.0
APOE	348	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.4	no reported evidence	0.787878787878788	36	0	1996.0	2018.0
APOE	348	Seizures	C0036572	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	1173	165	0.4	no reported evidence	0.916666666666667	13	0	1997.0	2016.0
APOE	348	Splenomegaly	C0038002	phenotype	Pathological Conditions, Signs and Symptoms	Finding	246	3	0.4	no reported evidence		1	0	2000.0	2000.0
APOE	348	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.4	no reported evidence	0.931034482758621	34	2	1993.0	2016.0
APOE	348	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.4	no reported evidence	0.944915254237288	240	3	1993.0	2018.0
APOE	348	Carotid Atherosclerosis	C0577631	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	104	41	0.4	no reported evidence	0.916666666666667	12	0	1997.0	2017.0
APOE	348	Alzheimer Disease, Early Onset	C0750901	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	115	55	0.4	no reported evidence	0.85	25	0	1993.0	2017.0
CD33	945	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.95	21	2	2011.0	2018.0
CD33	945	Leukemia, Myelocytic, Acute	C0023467	disease	Neoplasms	Neoplastic Process	1702	215	0.4	no reported evidence	0.983606557377049	63	1	1991.0	2017.0
MAPT	4137	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.9793103	471	12	1988.0	2018.0
MAPT	4137	Cognition Disorders	C0009241	group	Mental Disorders	Mental or Behavioral Dysfunction	236	29	0.4	no reported evidence	0.9090909	13	2	2001.0	2018.0
MAPT	4137	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.4	no reported evidence	0.9833333	67	10	1998.0	2018.0
MAPT	4137	Neurodegenerative Disorders	C0524851	group	Nervous System Diseases	Disease or Syndrome	744	41	0.4	no reported evidence	0.989011	190	5	1998.0	2018.0
MAPT	4137	Tauopathies	C0949664	group	Nervous System Diseases	Disease or Syndrome	129	18	0.4	no reported evidence	0.9813084	223	12	1998.0	2018.0
PICALM	8301	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.4	no reported evidence	0.8947368	20	2	2009.0	2016.0
ABCA7	10347	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.4	no reported evidence	0.9090909	13	2	2011.0	2018.0
ABCA7	10347	Alzheimer Disease 9	C1837149	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1	2	0.4	no reported evidence		3	2	2015.0	2016.0
APOA1	335	Hypercholesterolemia, Familial	C0020445	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	153	1189	0.37	limited	1.0	7	0	1998.0	2016.0
CD33	945	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.37	no reported evidence	1.0	8	1	2011.0	2018.0
CR1	1378	Malaria	C0024530	disease	Parasitic Diseases	Disease or Syndrome	468	107	0.37	no reported evidence	0.857142857142857	7	1	2001.0	2015.0
MAPT	4137	Behavioral variant of frontotemporal dementia	C4011788	disease		Disease or Syndrome	23	7	0.37	no reported evidence	1.0	7	1	2010.0	2016.0
APOE	348	Psoriasis	C0033860	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	817	636	0.36	no reported evidence	1.0	6	0	2006.0	2015.0
APOE	348	Alcoholic Intoxication, Chronic	C0001973	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	423	323	0.35	no reported evidence	0.75	5	0	2002.0	2008.0
MAPT	4137	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.35	no reported evidence	1.0	12	0	2003.0	2016.0
APOA1	335	HIV Infections	C0019693	group	Immune System Diseases; Virus Diseases	Disease or Syndrome	805	54	0.34	no reported evidence	1.0	5	0	2002.0	2010.0
APOA1	335	Nephrotic Syndrome	C0027726	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	181	8	0.34	no reported evidence	1.0	5	0	1995.0	2017.0
APOE	348	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.34	no reported evidence	0.5	4	0	1997.0	2016.0
APOE	348	Carotid Artery Diseases	C0007273	group	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	56	4	0.34	no reported evidence	1.0	5	0	2002.0	2010.0
APOA1	335	Cerebrovascular accident	C0038454	group	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	767	331	0.33	no reported evidence	1.0	4	0	2002.0	2016.0
APOE	348	Carotid Stenosis	C0007282	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	55	4	0.33	no reported evidence	1.0	4	0	2001.0	2013.0
APOE	348	Hepatolenticular Degeneration	C0019202	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	68	220	0.33	no reported evidence	1.0	3	0	2000.0	2012.0
CR1	1378	Malaria, Falciparum	C0024535	disease	Parasitic Diseases	Disease or Syndrome	88	6	0.33	no reported evidence	1.0	5	0	1997.0	2009.0
MAPT	4137	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.33	no reported evidence	1.0	10	1	2003.0	2016.0
MAPT	4137	Pallidopontonigral degeneration	C0520716	disease	Mental Disorders; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	4	12	0.33	no reported evidence	1.0	27	11	1998.0	2015.0
MAPT	4137	Alzheimer Disease, Early Onset	C0750901	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	115	55	0.33	no reported evidence	1.0	10	2	2003.0	2016.0
MAPT	4137	Primary Progressive Nonfluent Aphasia	C0751706	disease	Mental Disorders; Nervous System Diseases; Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	10	4	0.33	no reported evidence	1.0	3	1	2007.0	2011.0
APOE	348	Multiple Sclerosis, Relapsing-Remitting	C0751967	disease	Immune System Diseases; Nervous System Diseases	Disease or Syndrome	77	5	0.32	no reported evidence	0.5	2	0	2004.0	2010.0
CD33	945	Acute Myeloid Leukemia (AML-M2)	C1879321	disease	Neoplasms	Neoplastic Process	120	5	0.32	no reported evidence	1.0	3	0	1999.0	2006.0
MAPT	4137	Learning Disabilities	C0751265	disease	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	71	2	0.32	no reported evidence	1.0	4	0	2006.0	2015.0
MAPT	4137	Intellectual Disability	C3714756	group	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	2502	53	0.32	strong	1.0	2	0	2012.0	2012.0
PICALM	8301	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.32	no reported evidence	1.0	4	0	2009.0	2016.0
PICALM	8301	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	C1961099	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	407	7	0.32	no reported evidence	1.0	2	0	2000.0	2005.0
CD2AP	23607	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.32	no reported evidence	1.0	3	1	2011.0	2014.0
APOA1	335	Adenocarcinoma	C0001418	group	Neoplasms	Neoplastic Process	1711	67	0.31	no reported evidence		2	0	2003.0	2005.0
APOA1	335	Inflammation	C0021368	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	428	18	0.31	no reported evidence		2	0	2008.0	2011.0
APOA1	335	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.31	no reported evidence		2	0	2008.0	2009.0
APOA1	335	Malignant neoplasm of stomach	C0024623	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2397	341	0.31	no reported evidence	1.0	3	0	2005.0	2010.0
APOA1	335	Stomach Neoplasms	C0038356	group	Digestive System Diseases; Neoplasms	Neoplastic Process	834	23	0.31	no reported evidence	1.0	3	0	2005.0	2010.0
APOA1	335	Diabetic Cardiomyopathies	C0853897	disease	Cardiovascular Diseases; Endocrine System Diseases	Disease or Syndrome	53	0	0.31	no reported evidence	1.0	1	0	2008.0	2008.0
APOC3	345	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.31	no reported evidence	1.0	2	0	1999.0	2009.0
APOE	348	Adenocarcinoma	C0001418	group	Neoplasms	Neoplastic Process	1711	67	0.31	no reported evidence	1.0	2	0	2009.0	2011.0
APOE	348	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.31	no reported evidence		3	0	2008.0	2011.0
APOE	348	Pustulosis of Palms and Soles	C0030246	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	66	0	0.31	no reported evidence	1.0	1	0	2006.0	2006.0
APOE	348	Alcohol abuse	C0085762	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	106	106	0.31	no reported evidence	1.0	1	0	2008.0	2008.0
APOE	348	Complex partial seizures	C0149958	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	115	6	0.31	no reported evidence	1.0	2	0	2005.0	2013.0
APOE	348	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.31	no reported evidence	1.0	2	0	2009.0	2011.0
APOE	348	Tonic - clonic seizures	C0494475	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	172	10	0.31	no reported evidence	1.0	2	0	2012.0	2013.0
APOE	348	Carotid Artery Plaque	C0751633	phenotype	Cardiovascular Diseases; Nervous System Diseases	Acquired Abnormality	25	4	0.31	no reported evidence	1.0	2	0	2007.0	2010.0
APOE	348	Drug-Induced Liver Disease	C0860207	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	376	45	0.31	no reported evidence	1.0	2	0	2006.0	2013.0
CR1	1378	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.31	no reported evidence	1.0	3	7	2009.0	2014.0
MAPT	4137	Familial Dementia	C0751071	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	16	4	0.31	no reported evidence	0.0	3	1	2002.0	2012.0
MAPT	4137	Pick Complex	C1838313	disease	Mental Disorders; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	2	12	0.31	no reported evidence	1.0	25	11	1998.0	2015.0
ABCA7	10347	Alzheimer Disease, Early Onset	C0750901	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	115	55	0.31	no reported evidence	1.0	3	0	2011.0	2018.0
TOMM40	10452	Unipolar Depression	C0041696	disease	Mental Disorders	Mental or Behavioral Dysfunction	516	378	0.31	no reported evidence	1.0	1	1	2014.0	2014.0
TOMM40	10452	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.31	no reported evidence	1.0	1	0	2014.0	2014.0
TOMM40	10452	Major Depressive Disorder	C1269683	disease	Mental Disorders	Mental or Behavioral Dysfunction	512	210	0.31	no reported evidence	1.0	1	1	2014.0	2014.0
APOA1	335	Anoxemia	C0003129	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	33	0	0.3	no reported evidence		1	0	2008.0	2008.0
APOA1	335	Anoxia	C0003130	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	287	0	0.3	no reported evidence		1	0	2008.0	2008.0
APOA1	335	Arteriosclerosis	C0003850	disease	Cardiovascular Diseases	Disease or Syndrome	1086	121	0.3	no reported evidence	0.929577464788732	72	0	1983.0	2018.0
APOA1	335	Behcet Syndrome	C0004943	disease	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Eye Diseases; Skin and Connective Tissue Diseases; Stomatognathic Diseases	Disease or Syndrome	257	225	0.3	no reported evidence		1	0	2002.0	2002.0
APOA1	335	Drug Eruptions	C0011609	group	Immune System Diseases; Skin and Connective Tissue Diseases; Substance-Related Disorders	Disease or Syndrome	25	0	0.3	no reported evidence		1	0	2011.0	2011.0
APOA1	335	Membranous glomerulonephritis	C0017665	disease	Female Urogenital Diseases and Pregnancy Complications; Immune System Diseases; Male Urogenital Diseases	Disease or Syndrome	94	26	0.3	no reported evidence		1	0	1995.0	1995.0
APOA1	335	Hepatitis, Toxic	C0019193	disease	Digestive System Diseases; Substance-Related Disorders	Injury or Poisoning	324	0	0.3	no reported evidence		1	0	2006.0	2006.0
APOA1	335	Idiopathic Membranous Glomerulonephritis	C0086445	disease	Female Urogenital Diseases and Pregnancy Complications; Immune System Diseases; Male Urogenital Diseases	Disease or Syndrome	37	2	0.3	no reported evidence		1	0	1995.0	1995.0
APOA1	335	Anasarca	C0151603	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	27	0	0.3	no reported evidence		1	0	2011.0	2011.0
APOA1	335	Adenocarcinoma of lung (disorder)	C0152013	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1187	428	0.3	no reported evidence		1	0	2011.0	2011.0
APOA1	335	Lipid Metabolism Disorders	C0154251	group	Nutritional and Metabolic Diseases	Disease or Syndrome	31	0	0.3	no reported evidence		1	0	1982.0	1982.0
APOA1	335	Adenocarcinoma, Basal Cell	C0205641	disease	Neoplasms	Neoplastic Process	116	0	0.3	no reported evidence		1	0	2005.0	2005.0
APOA1	335	Adenocarcinoma, Oxyphilic	C0205642	disease	Neoplasms	Neoplastic Process	121	0	0.3	no reported evidence		1	0	2005.0	2005.0
APOA1	335	Carcinoma, Cribriform	C0205643	disease	Neoplasms	Neoplastic Process	114	0	0.3	no reported evidence		1	0	2005.0	2005.0
APOA1	335	Carcinoma, Granular Cell	C0205644	disease	Neoplasms	Neoplastic Process	114	0	0.3	no reported evidence		1	0	2005.0	2005.0
APOA1	335	Adenocarcinoma, Tubular	C0205645	disease	Neoplasms	Neoplastic Process	124	1	0.3	no reported evidence		1	0	2005.0	2005.0
APOA1	335	Hypoxia	C0242184	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	33	0	0.3	no reported evidence		1	0	2008.0	2008.0
APOA1	335	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.3	no reported evidence		1	0	2009.0	2009.0
APOA1	335	Acute Lung Injury	C0242488	disease	Respiratory Tract Diseases	Injury or Poisoning	23	0	0.3	no reported evidence		1	0	2011.0	2011.0
APOA1	335	Malignant mesothelioma	C0345967	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	334	2	0.3	no reported evidence		1	0	2013.0	2013.0
APOA1	335	Cardiac Death	C0376297	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	2	0	0.3	no reported evidence		1	0	2011.0	2011.0
APOA1	335	Morbilliform Drug Reaction	C0406537	disease	Immune System Diseases; Skin and Connective Tissue Diseases; Substance-Related Disorders	Disease or Syndrome	19	0	0.3	no reported evidence		1	0	2011.0	2011.0
