Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
LMNA	4000	Progeria Syndrome, Childhood-Onset	C2750285	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	1	12	0.4	no reported evidence		17	12	2001.0	2014.0
LMNA	4000	Atypical Werner syndrome	C4275075	disease		Disease or Syndrome	3	1	0.4	no reported evidence	1.0	10	1	2003.0	2018.0
PLAU	5328	Malignant neoplasm of stomach	C0024623	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2397	341	0.4	no reported evidence	1.0	12	0	1996.0	2015.0
PLAU	5328	Neoplasm Metastasis	C0027627	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	3919	129	0.4	no reported evidence	0.9583333	99	0	1993.0	2017.0
PLAU	5328	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.4	no reported evidence	1.0	18	0	1995.0	2013.0
SLC6A3	6531	Alcoholic Intoxication, Chronic	C0001973	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	423	323	0.4	no reported evidence	1.0	25	0	1995.0	2016.0
SLC6A3	6531	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.4	no reported evidence	1.0	25	2	1997.0	2016.0
SLC6A3	6531	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.4	no reported evidence	0.9459459	41	5	1993.0	2018.0
SLC6A3	6531	Hyperactive behavior	C0424295	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	708	59	0.4	no reported evidence	0.9583333	26	1	1999.0	2018.0
SLC6A3	6531	Attention deficit hyperactivity disorder	C1263846	disease	Mental Disorders	Mental or Behavioral Dysfunction	411	202	0.4	no reported evidence	0.9464286	172	10	1995.0	2018.0
LRRK2	120892	Parkinsonian Disorders	C0242422	group	Nervous System Diseases	Disease or Syndrome	213	64	0.4	no reported evidence	0.9367089	85	6	2004.0	2017.0
LRRK2	120892	Autosomal Dominant Parkinsonism	C0752098	disease	Nervous System Diseases	Disease or Syndrome	32	2	0.4	no reported evidence	1.0	19	2	2004.0	2016.0
LRRK2	120892	Young onset Parkinson disease	C4275179	disease		Disease or Syndrome	44	22	0.4	no reported evidence	1.0	11	2	2005.0	2013.0
MUC19	283463	Inflammatory Bowel Diseases	C0021390	group	Digestive System Diseases	Disease or Syndrome	910	451	0.4	no reported evidence		2	1	2011.0	2012.0
APP	351	Amnesia	C0002622	disease	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	57	2	0.39	no reported evidence	1.0	10	0	2002.0	2017.0
SLC6A3	6531	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.39	no reported evidence	1.0	11	0	2008.0	2016.0
PLAU	5328	Adenocarcinoma	C0001418	group	Neoplasms	Neoplastic Process	1711	67	0.38	no reported evidence	1.0	9	0	1991.0	2011.0
SLC6A3	6531	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.38	no reported evidence	1.0	11	0	2008.0	2016.0
APP	351	Mild cognitive disorder	C1270972	disease	Mental Disorders	Mental or Behavioral Dysfunction	149	40	0.37	no reported evidence	1.0	8	0	2004.0	2016.0
SLC6A3	6531	Delirium	C0011206	disease	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	44	6	0.37	no reported evidence	0.8	7	2	1997.0	2010.0
PLAU	5328	Prostatic Neoplasms	C0033578	group	Male Urogenital Diseases; Neoplasms	Neoplastic Process	1553	25	0.36	no reported evidence		8	0	2001.0	2007.0
PLAU	5328	Malignant neoplasm of pancreas	C0346647	disease	Digestive System Diseases; Endocrine System Diseases; Neoplasms	Neoplastic Process	1845	136	0.36	no reported evidence	1.0	7	0	1999.0	2009.0
APOD	347	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.35	no reported evidence	0.666666666666667	5	0	2002.0	2007.0
PLAU	5328	Pancreatic Neoplasm	C0030297	disease	Digestive System Diseases; Endocrine System Diseases; Neoplasms	Neoplastic Process	664	13	0.35	no reported evidence	1.0	5	0	1999.0	2009.0
LRRK2	120892	Autosomal dominant late onset Parkinson disease	C4274355	disease		Disease or Syndrome	10	5	0.35	no reported evidence	1.0	5	3	2005.0	2015.0
CTSD	1509	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.34	no reported evidence	1.0	5	0	1992.0	2016.0
IL1A	3552	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.34	no reported evidence	0.8	8	0	1999.0	2017.0
IL1A	3552	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.34	no reported evidence	0.8	8	0	1999.0	2017.0
PLAU	5328	Asthma	C0004096	disease	Immune System Diseases; Respiratory Tract Diseases	Disease or Syndrome	1312	729	0.34	no reported evidence	1.0	5	0	2005.0	2011.0
APP	351	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.33	no reported evidence	0.8	6	0	1999.0	2016.0
APP	351	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.33	no reported evidence	0.8	6	0	1999.0	2016.0
IL1A	3552	Dermatologic disorders	C0037274	group	Skin and Connective Tissue Diseases	Disease or Syndrome	405	11	0.33	no reported evidence	1.0	5	0	2006.0	2016.0
LMNA	4000	Atrioventricular Block	C0004245	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	32	10	0.33	no reported evidence	1.0	4	1	1999.0	2014.0
LMNA	4000	X-Linked Emery-Dreifuss Muscular Dystrophy	C0751337	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases; Nervous System Diseases	Disease or Syndrome	29	10	0.33	no reported evidence	1.0	4	0	2001.0	2007.0
PLAU	5328	Fibrosis, Liver	C0239946	disease	Digestive System Diseases	Disease or Syndrome	544	31	0.33	no reported evidence	1.0	5	0	2005.0	2017.0
PLAU	5328	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.33	no reported evidence	1.0	3	0	2003.0	2008.0
SLC6A3	6531	Dementia	C0497327	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	435	107	0.33	no reported evidence	1.0	4	0	1992.0	2016.0
SLC6A3	6531	Mood Disorders	C0525045	group	Mental Disorders	Mental or Behavioral Dysfunction	335	91	0.33	no reported evidence	1.0	5	0	1997.0	2016.0
APP	351	Fragile X Syndrome	C0016667	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Disease or Syndrome	94	5	0.32	no reported evidence	1.0	3	0	2010.0	2015.0
APP	351	Familial Dementia	C0751071	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	16	4	0.32	no reported evidence	1.0	3	0	2005.0	2016.0
IL1A	3552	Dermatomyositis	C0011633	disease	Musculoskeletal Diseases; Nervous System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	113	13	0.32	no reported evidence	0.0	2	0	2007.0	2009.0
IL1A	3552	Cardiomyopathies	C0878544	group	Cardiovascular Diseases	Disease or Syndrome	479	108	0.32	no reported evidence	1.0	3	0	1994.0	2007.0
IL1A	3552	Cerebral Ischemia	C0917798	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	274	2	0.32	no reported evidence	1.0	3	0	1997.0	2011.0
IL1A	3552	Squamous cell carcinoma of the head and neck	C1168401	disease	Neoplasms	Neoplastic Process	933	288	0.32	no reported evidence	1.0	3	0	2015.0	2016.0
LMNA	4000	Tachycardia, Ventricular	C0042514	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	50	12	0.32	no reported evidence	1.0	3	0	2005.0	2014.0
LMNA	4000	Conduction disorder of the heart	C0264886	group	Cardiovascular Diseases	Disease or Syndrome	78	0	0.32	strong	1.0	2	0	2018.0	2018.0
LMNA	4000	Arrhythmogenic Right Ventricular Dysplasia	C0349788	disease	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	Congenital Abnormality; Disease or Syndrome	41	107	0.32	limited	1.0	2	0	2012.0	2016.0
LMNA	4000	Craniofacial Abnormalities	C0376634	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	Congenital Abnormality	186	4	0.32	no reported evidence	1.0	3	0	2005.0	2013.0
SLC6A3	6531	Anxiety Disorders	C0003469	group	Mental Disorders	Mental or Behavioral Dysfunction	395	79	0.32	no reported evidence	1.0	3	0	2007.0	2009.0
LRRK2	120892	Autosomal Recessive Parkinsonism	C0752100	disease	Nervous System Diseases	Disease or Syndrome	33	0	0.32	no reported evidence	1.0	5	0	2008.0	2016.0
STH	246744	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.32	no reported evidence	1.0	2	0	2013.0	2015.0
APOD	347	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.31	no reported evidence	1.0	1	0	2004.0	2004.0
APOD	347	Glioma	C0017638	disease	Neoplasms	Neoplastic Process	2210	180	0.31	no reported evidence	1.0	1	0	2006.0	2006.0
APP	351	Memory Disorders	C0025261	disease	Behavior and Behavior Mechanisms; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	43	0	0.31	no reported evidence	1.0	16	0	1996.0	2018.0
APP	351	Sporadic Cerebral Amyloid Angiopathy	C0338582	disease	Cardiovascular Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	4	0	0.31	no reported evidence	1.0	2	0	2011.0	2011.0
CTSD	1509	Rheumatoid Arthritis	C0003873	disease	Immune System Diseases; Musculoskeletal Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	1832	1878	0.31	no reported evidence	1.0	2	0	1995.0	2004.0
CTSD	1509	Degenerative polyarthritis	C0029408	disease	Musculoskeletal Diseases	Disease or Syndrome	975	92	0.31	no reported evidence	1.0	2	0	1995.0	2009.0
CTSD	1509	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.31	no reported evidence	1.0	2	0	2007.0	2007.0
DHCR24	1718	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.31	no reported evidence	1.0	2	0	2008.0	2013.0
IL1A	3552	Anthracosis	C0003165	disease	Respiratory Tract Diseases	Disease or Syndrome	28	11	0.31	no reported evidence	1.0	1	0	2011.0	2011.0
IL1A	3552	Polymyositis	C0085655	disease	Musculoskeletal Diseases; Nervous System Diseases	Disease or Syndrome	99	9	0.31	no reported evidence	0.0	2	0	1994.0	2007.0
IL1A	3552	Myocardial Ischemia	C0151744	disease	Cardiovascular Diseases	Disease or Syndrome	447	44	0.31	no reported evidence	1.0	2	0	2001.0	2005.0
IL1A	3552	Dermatitis, Allergic Contact	C0162820	disease	Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	106	0	0.31	no reported evidence	0.0	2	0	2013.0	2018.0
IL1A	3552	Adult type dermatomyositis	C0221056	disease	Musculoskeletal Diseases; Nervous System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	86	10	0.31	no reported evidence	0.0	2	0	2007.0	2009.0
IL1A	3552	Dermatomyositis, Childhood Type	C0263666	disease	Musculoskeletal Diseases; Nervous System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	39	0	0.31	no reported evidence	1.0	1	0	2009.0	2009.0
IL1A	3552	Malignant mesothelioma	C0345967	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	334	2	0.31	no reported evidence	1.0	2	0	2015.0	2016.0
LMNA	4000	Heart Block	C0018794	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	23	4	0.31	no reported evidence	1.0	2	0	2001.0	2005.0
LMNA	4000	HIV-Associated Lipodystrophy Syndrome	C1136321	disease	Immune System Diseases; Nutritional and Metabolic Diseases; Skin and Connective Tissue Diseases; Virus Diseases	Disease or Syndrome	10	0	0.31	no reported evidence	1.0	2	0	2004.0	2008.0
LMNA	4000	Left ventricular noncompaction	C1960469	disease		Disease or Syndrome	28	2	0.31	no reported evidence	1.0	1	0	2004.0	2004.0
