Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
CDKN2A	1029	MELANOMA-PANCREATIC CANCER SYNDROME	C1838547	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Endocrine System Diseases; Neoplasms	Disease or Syndrome	1	8	0.7	no reported evidence		42	8	1995.0	2017.0
LDLR	3949	Atherosclerosis	C0004153	disease	Cardiovascular Diseases	Disease or Syndrome	1133	131	0.7	no reported evidence	0.9642857	148	4	1980.0	2018.0
AKT1	207	Meningioma	C0025286	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	437	21	0.67	no reported evidence	1.0	7	1	2013.0	2018.0
AKT1	207	ovarian neoplasm	C0919267	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	937	83	0.64	no reported evidence	1.0	8	1	2005.0	2016.0
PARP1	142	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.6	no reported evidence	0.943396226415094	54	5	2005.0	2018.0
AKT1	207	Malignant neoplasm of ovary	C1140680	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	2025	244	0.6	no reported evidence	0.976744186046512	44	1	1997.0	2016.0
BCHE	590	Apnea, Postanesthetic	C1867468	phenotype	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms; Respiratory Tract Diseases	Pathologic Function	1	27	0.6	no reported evidence		27	27	1957.0	2015.0
CDKN2A	1029	Bladder Neoplasm	C0005695	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1216	142	0.6	no reported evidence	1.0	50	0	1995.0	2018.0
CDKN2A	1029	Non-Small Cell Lung Carcinoma	C0007131	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2242	362	0.6	no reported evidence	0.952830188679245	107	3	1994.0	2016.0
CDKN2A	1029	Esophageal Neoplasms	C0014859	group	Digestive System Diseases; Neoplasms	Neoplastic Process	636	60	0.6	no reported evidence	1.0	17	2	1994.0	2018.0
CDKN2A	1029	Glioma	C0017638	disease	Neoplasms	Neoplastic Process	2210	180	0.6	no reported evidence	0.935185185185185	112	2	1994.0	2016.0
CDKN2A	1029	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.6	no reported evidence	1.0	38	0	1997.0	2016.0
CDKN2A	1029	Malignant neoplasm of stomach	C0024623	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2397	341	0.6	no reported evidence	0.967741935483871	33	0	1995.0	2017.0
CDKN2A	1029	Stomach Neoplasms	C0038356	group	Digestive System Diseases; Neoplasms	Neoplastic Process	834	23	0.6	no reported evidence	0.875	12	0	1997.0	2013.0
CDKN2A	1029	Pancreatic carcinoma	C0235974	disease	Digestive System Diseases; Endocrine System Diseases; Neoplasms	Neoplastic Process	1868	225	0.6	no reported evidence	0.987341772151899	80	7	1995.0	2018.0
CDKN2A	1029	Malignant neoplasm of pancreas	C0346647	disease	Digestive System Diseases; Endocrine System Diseases; Neoplasms	Neoplastic Process	1845	136	0.6	no reported evidence	1.0	76	6	1995.0	2018.0
CDKN2A	1029	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 2	C1835044	phenotype		Finding	1	22	0.6	no reported evidence		27	22	1994.0	2013.0
LDLR	3949	Hyperlipoproteinemia Type IIa	C0745103	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	152	182	0.6	no reported evidence	0.9562172	593	151	1980.0	2018.0
CCND1	595	Carcinoma, Transitional Cell	C0007138	disease	Neoplasms	Neoplastic Process	398	6	0.57	no reported evidence	0.857142857142857	9	0	1997.0	2017.0
CDKN2A	1029	Malignant Neoplasms	C0006826	group	Neoplasms	Neoplastic Process	1437	87	0.53	no reported evidence	1.0	5	0	2001.0	2018.0
LDLR	3949	Fatty Liver	C0015695	disease	Digestive System Diseases	Disease or Syndrome	442	24	0.53	no reported evidence	1.0	13	0	1997.0	2016.0
CDKN2A	1029	Melanoma astrocytoma syndrome	C1835042	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	9	0	0.51	no reported evidence	1.0	1	0	1998.0	1998.0
PARP1	142	melanoma	C0025202	disease	Neoplasms	Neoplastic Process	2453	389	0.5	no reported evidence	1.0	14	3	2005.0	2017.0
PARP1	142	Intellectual Disability	C3714756	group	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	2502	53	0.5	limited		1	0	2012.0	2012.0
AKT1	207	Non-Small Cell Lung Carcinoma	C0007131	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2242	362	0.5	no reported evidence	1.0	68	3	2001.0	2018.0
AKT1	207	melanoma	C0025202	disease	Neoplasms	Neoplastic Process	2453	389	0.5	no reported evidence	0.983606557377049	65	3	2002.0	2018.0
AKT1	207	Prostatic Neoplasms	C0033578	group	Male Urogenital Diseases; Neoplasms	Neoplastic Process	1553	25	0.5	no reported evidence	0.875	33	1	2000.0	2018.0
AKT1	207	Adenocarcinoma of lung (disorder)	C0152013	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1187	428	0.5	no reported evidence	1.0	13	1	2008.0	2017.0
AKT1	207	Squamous cell carcinoma of the head and neck	C1168401	disease	Neoplasms	Neoplastic Process	933	288	0.5	no reported evidence	1.0	16	1	2005.0	2016.0
AKT1	207	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.5	no reported evidence	1.0	52	1	2002.0	2017.0
BCHE	590	Pseudocholinesterase deficiency	C0268379	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms; Respiratory Tract Diseases	Disease or Syndrome	1	27	0.5	no reported evidence		23	27	1989.0	2015.0
BCHE	590	Suxamethonium sensitivity	C1622434	phenotype	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms; Respiratory Tract Diseases	Pathologic Function	1	27	0.5	no reported evidence		23	27	1989.0	2015.0
CCND1	595	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.5	no reported evidence	0.977973568281938	230	2	1990.0	2018.0
CDKN2A	1029	Multiple Myeloma	C0026764	disease	Cardiovascular Diseases; Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	1311	784	0.5	no reported evidence	0.941176470588235	36	1	1997.0	2016.0
CDKN2A	1029	Neoplasms	C0027651	group	Neoplasms	Neoplastic Process	1235	103	0.5	no reported evidence	1.0	14	7	2001.0	2018.0
CDKN2A	1029	Squamous cell carcinoma of the head and neck	C1168401	disease	Neoplasms	Neoplastic Process	933	288	0.5	no reported evidence	0.973684210526316	79	9	1994.0	2018.0
CDKN2A	1029	Hereditary Melanoma	C1512419	disease		Neoplastic Process	34	37	0.5	no reported evidence	0.952941176470588	141	32	1994.0	2017.0
CDKN2A	1029	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.5	no reported evidence	0.948979591836735	102	3	1996.0	2017.0
LDLR	3949	Coronary heart disease	C0010068	disease	Cardiovascular Diseases	Disease or Syndrome	912	760	0.5	no reported evidence	0.9452055	78	3	1986.0	2017.0
LDLR	3949	Hypercholesterolemia	C0020443	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	239	63	0.5	no reported evidence	0.9191176	146	21	1982.0	2017.0
LDLR	3949	Hyperlipidemia	C0020473	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	231	26	0.5	no reported evidence	0.9545455	24	0	1990.0	2017.0
LDLR	3949	Coronary Artery Disease	C1956346	disease	Cardiovascular Diseases	Disease or Syndrome	980	861	0.5	no reported evidence	0.9710145	73	10	1986.0	2018.0
LDLR	3949	LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 2	C3276941	phenotype		Finding	8	130	0.5	no reported evidence		51	127	1986.0	2015.0
SLC5A7	60482	Myasthenic Syndromes, Congenital	C0751882	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Disease or Syndrome	47	21	0.5	strong		3	0	2013.0	2017.0
SLC5A7	60482	Congenital Myasthenic Syndromes, Presynaptic	C0751884	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Disease or Syndrome	20	0	0.5	no reported evidence		0	0		
CDKN2A	1029	Precursor B-cell lymphoblastic leukemia	C1292769	disease		Neoplastic Process	366	18	0.48	no reported evidence	1.0	9	1	1995.0	2014.0
AKT1	207	Osteosarcoma	C0029463	disease	Neoplasms	Neoplastic Process	1102	74	0.47	no reported evidence	1.0	9	1	2005.0	2017.0
AKT1	207	Small cell carcinoma of lung	C0149925	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	672	83	0.47	no reported evidence	1.0	9	1	2002.0	2015.0
AKT1	207	Colorectal Neoplasms	C0009404	group	Digestive System Diseases; Neoplasms	Neoplastic Process	1072	226	0.45	no reported evidence	1.0	11	1	2004.0	2016.0
FYN	2534	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.44	no reported evidence	0.5	5	1	2000.0	2017.0
AKT1	207	Adenocarcinoma of prostate	C0007112	disease		Neoplastic Process	215	96	0.42	no reported evidence	1.0	3	1	2002.0	2016.0
AKT1	207	Epilepsy	C0014544	disease	Nervous System Diseases	Disease or Syndrome	1176	147	0.42	no reported evidence	1.0	3	0	2010.0	2017.0
LDLR	3949	Steatohepatitis	C2711227	disease	Digestive System Diseases	Disease or Syndrome	568	41	0.42	no reported evidence	1.0	3	2	2011.0	2016.0
AKT1	207	Cutaneous Melanoma	C0151779	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	300	203	0.41	no reported evidence	1.0	2	1	2010.0	2016.0
AKT1	207	Breast adenocarcinoma	C0858252	disease		Neoplastic Process	167	7	0.41	no reported evidence	1.0	3	1	2007.0	2012.0
AKT1	207	Intellectual Disability	C3714756	group	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	2502	53	0.41	moderate	1.0	2	0	2015.0	2015.0
TXNRD2	10587	Cardiomyopathy, Dilated	C0007193	group	Cardiovascular Diseases	Disease or Syndrome	418	387	0.41	limited	1.0	1	0	2012.0	2012.0
PARP1	142	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.4	no reported evidence	0.96	25	1	2003.0	2018.0
PARP1	142	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.4	no reported evidence	0.941176470588235	52	3	1999.0	2018.0
AKT1	207	Malignant Neoplasms	C0006826	group	Neoplasms	Neoplastic Process	1437	87	0.4	no reported evidence	1.0	10	1	2017.0	2018.0
AKT1	207	Squamous cell carcinoma	C0007137	disease	Neoplasms	Neoplastic Process	1875	224	0.4	no reported evidence	1.0	22	1	2002.0	2016.0
AKT1	207	Colorectal Carcinoma	C0009402	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2931	539	0.4	no reported evidence	0.893617021276596	47	1	2002.0	2018.0
AKT1	207	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.4	no reported evidence	1.0	15	0	2003.0	2016.0
AKT1	207	Ovarian Carcinoma	C0029925	disease		Neoplastic Process	2202	316	0.4	no reported evidence	0.979166666666667	48	1	1997.0	2016.0
AKT1	207	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.4	no reported evidence	0.953488372093023	43	2	2004.0	2017.0
AKT1	207	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.4	no reported evidence	0.948717948717949	41	1	2003.0	2017.0
AKT1	207	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.4	no reported evidence	0.985507246376812	71	1	2000.0	2018.0
AKT1	207	Colorectal Cancer	C1527249	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3298	955	0.4	no reported evidence	0.957446808510638	47	1	2002.0	2018.0
AKT1	207	COWDEN SYNDROME 6	C3554519	disease		Disease or Syndrome	1	2	0.4	no reported evidence		1	2	2013.0	2013.0
BCHE	590	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.944444444444444	111	0	1995.0	2018.0
BCHE	590	Butyrylcholinesterase Deficiency, Fluoride-Resistant, Japanese Type	C1867469	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	1	27	0.4	no reported evidence		22	27	1989.0	2015.0
BCHE	590	CHE*243M PHENOTYPE	C4017550	phenotype		Finding	1	27	0.4	no reported evidence		25	27	1961.0	2015.0
CCND1	595	Adenocarcinoma	C0001418	group	Neoplasms	Neoplastic Process	1711	67	0.4	no reported evidence	1.0	26	0	1990.0	2016.0
CCND1	595	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.4	no reported evidence	0.981395348837209	217	1	1990.0	2018.0
CCND1	595	Malignant tumor of colon	C0007102	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2000	135	0.4	no reported evidence	0.966666666666667	34	1	1997.0	2016.0
CCND1	595	Squamous cell carcinoma	C0007137	disease	Neoplasms	Neoplastic Process	1875	224	0.4	no reported evidence	0.986842105263158	85	0	1989.0	2018.0
CCND1	595	Esophageal Neoplasms	C0014859	group	Digestive System Diseases; Neoplasms	Neoplastic Process	636	60	0.4	no reported evidence	1.0	23	0	1993.0	2017.0
CCND1	595	leukemia	C0023418	disease	Neoplasms	Neoplastic Process	1940	76	0.4	no reported evidence	0.933333333333333	16	0	1992.0	2010.0
CCND1	595	Chronic Lymphocytic Leukemia	C0023434	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	1119	228	0.4	no reported evidence	0.888888888888889	45	0	1988.0	2017.0
CCND1	595	Liver neoplasms	C0023903	group	Digestive System Diseases; Neoplasms	Neoplastic Process	1320	7	0.4	no reported evidence	0.928571428571429	15	0	2001.0	2016.0
CCND1	595	Malignant neoplasm of stomach	C0024623	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2397	341	0.4	no reported evidence	1.0	24	0	2001.0	2016.0
CCND1	595	melanoma	C0025202	disease	Neoplasms	Neoplastic Process	2453	389	0.4	no reported evidence	0.916666666666667	37	0	1996.0	2015.0
CCND1	595	Thyroid Neoplasm	C0040136	disease	Endocrine System Diseases; Neoplasms	Neoplastic Process	475	35	0.4	no reported evidence	1.0	11	0	1998.0	2016.0
CCND1	595	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.4	no reported evidence	0.967741935483871	33	0	1990.0	2016.0
CCND1	595	Squamous cell carcinoma of esophagus	C0279626	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	1022	148	0.4	no reported evidence	0.939393939393939	34	2	1996.0	2017.0
CCND1	595	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse	C0334634	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	348	13	0.4	no reported evidence	0.963898916967509	281	0	1993.0	2018.0
CCND1	595	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.4	no reported evidence	1.0	34	0	1998.0	2016.0
CCND1	595	Malignant neoplasm of esophagus	C0546837	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	672	66	0.4	no reported evidence	1.0	16	0	1993.0	2017.0
CCND1	595	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.4	no reported evidence	1.0	63	0	1992.0	2014.0
CCND1	595	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.4	no reported evidence	0.986301369863014	80	0	1993.0	2018.0
CCND1	595	Nasopharyngeal carcinoma	C2931822	disease	Neoplasms; Otorhinolaryngologic Diseases; Stomatognathic Diseases	Neoplastic Process	781	60	0.4	no reported evidence	1.0	18	0	2000.0	2016.0
CCND1	595	cervical cancer	C4048328	disease	Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	964	87	0.4	no reported evidence	0.933333333333333	16	1	1995.0	2017.0
CDKN2A	1029	Adenocarcinoma	C0001418	group	Neoplasms	Neoplastic Process	1711	67	0.4	no reported evidence	0.94949494949495	108	0	1995.0	2017.0
CDKN2A	1029	Malignant neoplasm of urinary bladder	C0005684	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1143	157	0.4	no reported evidence	0.973684210526316	39	0	1995.0	2018.0
CDKN2A	1029	Brain Neoplasms	C0006118	group	Neoplasms; Nervous System Diseases	Neoplastic Process	645	163	0.4	no reported evidence	0.928571428571429	16	1	1995.0	2017.0
CDKN2A	1029	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.4	no reported evidence	0.957746478873239	72	2	1995.0	2018.0
CDKN2A	1029	leukemia	C0023418	disease	Neoplasms	Neoplastic Process	1940	76	0.4	no reported evidence	0.923076923076923	53	1	1994.0	2016.0
CDKN2A	1029	Childhood Acute Lymphoblastic Leukemia	C0023452	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	442	97	0.4	no reported evidence	1.0	29	2	1995.0	2018.0
CDKN2A	1029	Liver neoplasms	C0023903	group	Digestive System Diseases; Neoplasms	Neoplastic Process	1320	7	0.4	no reported evidence	0.909090909090909	14	0	2000.0	2016.0
CDKN2A	1029	Lymphoma	C0024299	group	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	1306	61	0.4	no reported evidence	0.911111111111111	49	0	1995.0	2016.0
CDKN2A	1029	Mesothelioma	C0025500	disease	Neoplasms	Neoplastic Process	382	3	0.4	no reported evidence	0.925	43	0	1995.0	2017.0
CDKN2A	1029	Neuroblastoma	C0027819	group	Neoplasms	Neoplastic Process	1698	288	0.4	no reported evidence	0.952380952380952	22	0	1995.0	2014.0
CDKN2A	1029	Precancerous Conditions	C0032927	group	Neoplasms	Neoplastic Process	445	9	0.4	no reported evidence	0.935483870967742	31	0	1997.0	2015.0
CDKN2A	1029	Diffuse Large B-Cell Lymphoma	C0079744	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	574	71	0.4	no reported evidence	0.96	26	0	1995.0	2016.0
CDKN2A	1029	Malignant neoplasm of mouth	C0153381	disease	Neoplasms; Stomatognathic Diseases	Neoplastic Process	491	100	0.4	no reported evidence	1.0	14	0	1999.0	2015.0
CDKN2A	1029	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.4	no reported evidence	0.931818181818182	90	2	1994.0	2017.0
CDKN2A	1029	Squamous cell carcinoma of esophagus	C0279626	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	1022	148	0.4	no reported evidence	0.947368421052632	39	2	1994.0	2016.0
CDKN2A	1029	Adenocarcinoma Of Esophagus	C0279628	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	298	55	0.4	no reported evidence	0.916666666666667	13	3	1997.0	2016.0
CDKN2A	1029	Malignant mesothelioma	C0345967	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	334	2	0.4	no reported evidence	1.0	24	0	1994.0	2017.0
CDKN2A	1029	Malignant neoplasm of esophagus	C0546837	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	672	66	0.4	no reported evidence	1.0	15	0	1994.0	2018.0
CDKN2A	1029	Malignant Glioma	C0555198	disease	Neoplasms	Neoplastic Process	503	11	0.4	no reported evidence	0.894736842105263	21	0	1995.0	2012.0
CDKN2A	1029	Carcinogenesis	C0596263	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	4064	159	0.4	no reported evidence	0.899350649350649	308	0	1994.0	2018.0
CDKN2A	1029	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.4	no reported evidence	0.918918918918919	75	2	1994.0	2018.0
CDKN2A	1029	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.4	no reported evidence	0.818181818181818	22	0	1995.0	2015.0
CDKN2A	1029	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	C1961099	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	407	7	0.4	no reported evidence	0.833333333333333	25	0	1996.0	2014.0
CDKN2A	1029	Precursor Cell Lymphoblastic Leukemia Lymphoma	C1961102	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	617	126	0.4	no reported evidence	1.0	28	1	1995.0	2014.0
CDKN2A	1029	Nasopharyngeal carcinoma	C2931822	disease	Neoplasms; Otorhinolaryngologic Diseases; Stomatognathic Diseases	Neoplastic Process	781	60	0.4	no reported evidence	1.0	22	0	1995.0	2016.0
LDLR	3949	Coronary Arteriosclerosis	C0010054	disease	Cardiovascular Diseases	Disease or Syndrome	759	189	0.4	no reported evidence	0.9672131	63	3	1987.0	2017.0
LDLR	3949	Obesity	C0028754	disease	Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1960	811	0.4	no reported evidence	1.0	18	1	1993.0	2016.0
LDLR	3949	Hyperlipoproteinemia Type IIb	C1704417	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	23	3	0.4	no reported evidence	1.0	26	0	1990.0	2003.0
TXNRD2	10587	Glaucoma, Open-Angle	C0017612	disease	Eye Diseases	Disease or Syndrome	69	37	0.4	no reported evidence		1	1	2016.0	2016.0
ICK	22858	Hydrocephalus	C0020255	disease	Nervous System Diseases	Disease or Syndrome	252	7	0.4	moderate		1	0	2009.0	2009.0
SLC5A7	60482	MYASTHENIC SYNDROME, CONGENITAL, 20, PRESYNAPTIC	C4310694	disease		Disease or Syndrome	1	6	0.4	no reported evidence		1	6	2017.0	2017.0
DAOA-AS1	282706	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.4	no reported evidence	1.0	15	7	2004.0	2014.0
PARP1	142	Colorectal Cancer	C1527249	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3298	955	0.39	no reported evidence	1.0	10	1	2005.0	2016.0
BCHE	590	Obesity	C0028754	disease	Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1960	811	0.39	no reported evidence	1.0	10	0	2004.0	2017.0
CCND1	595	Small Lymphocytic Lymphoma	C0855095	disease		Neoplastic Process	49	1	0.39	no reported evidence	1.0	9	0	1988.0	2003.0
CDKN2A	1029	Burkitt Lymphoma	C0006413	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms; Virus Diseases	Neoplastic Process	406	8	0.39	no reported evidence	1.0	9	0	1995.0	2015.0
CDKN2A	1029	Pancreatic carcinoma, familial	C2931038	disease	Digestive System Diseases; Endocrine System Diseases; Neoplasms	Neoplastic Process	21	4	0.39	no reported evidence	1.0	9	0	1997.0	2016.0
PARP1	142	Asthma	C0004096	disease	Immune System Diseases; Respiratory Tract Diseases	Disease or Syndrome	1312	729	0.38	no reported evidence	1.0	9	0	2003.0	2016.0
AKT1	207	Obesity	C0028754	disease	Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1960	811	0.38	no reported evidence	1.0	9	0	2008.0	2017.0
CCND1	595	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.38	no reported evidence	0.666666666666667	10	0	1997.0	2008.0
CCND1	595	Prostatic Neoplasms	C0033578	group	Male Urogenital Diseases; Neoplasms	Neoplastic Process	1553	25	0.38	no reported evidence	1.0	8	0	1999.0	2016.0
CDKN2A	1029	Familial Atypical Multiple Mole-Melanoma	C0205747	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Neoplasms	Neoplastic Process	5	0	0.38	no reported evidence	1.0	8	0	1995.0	2010.0
