Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
ESR1	2099	Coronary Artery Disease	C1956346	disease	Cardiovascular Diseases	Disease or Syndrome	980	861	0.5	no reported evidence	0.925925925925926	29	1	1998.0	2014.0
JAKMIP1	152789	Autistic Disorder	C0004352	group	Mental Disorders	Mental or Behavioral Dysfunction	676	237	0.5	no reported evidence		2	0	2007.0	2015.0
ESR1	2099	Breast Cancer, Familial	C0346153	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	153	705	0.47	limited	0.857142857142857	12	1	1995.0	2013.0
WNT3	7473	Tetra-amelia autosomal recessive	C2931216	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	Congenital Abnormality	1	0	0.41	no reported evidence	1.0	1	0	2004.0	2004.0
CST3	1471	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.944444444444444	38	1	1989.0	2015.0
ESR1	2099	Adenocarcinoma	C0001418	group	Neoplasms	Neoplastic Process	1711	67	0.4	no reported evidence	0.884615384615385	29	0	1991.0	2017.0
ESR1	2099	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	1.0	45	4	1999.0	2016.0
ESR1	2099	Coronary Arteriosclerosis	C0010054	disease	Cardiovascular Diseases	Disease or Syndrome	759	189	0.4	no reported evidence	0.96	27	2	1998.0	2018.0
ESR1	2099	Endometrial Neoplasms	C0014170	group	Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	237	39	0.4	no reported evidence	1.0	11	0	1998.0	2014.0
ESR1	2099	Fibroid Tumor	C0023267	group	Neoplasms	Neoplastic Process	309	4	0.4	no reported evidence	0.939393939393939	36	0	1995.0	2016.0
ESR1	2099	Myocardial Infarction	C0027051	disease	Cardiovascular Diseases	Disease or Syndrome	965	454	0.4	no reported evidence	0.916666666666667	12	2	2003.0	2016.0
ESR1	2099	Neoplasm Metastasis	C0027627	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	3919	129	0.4	no reported evidence	0.952755905511811	133	1	1992.0	2018.0
ESR1	2099	Neuroblastoma	C0027819	group	Neoplasms	Neoplastic Process	1698	288	0.4	no reported evidence	1.0	13	0	1993.0	2016.0
ESR1	2099	Osteoporosis	C0029456	disease	Musculoskeletal Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	440	82	0.4	no reported evidence	0.978260869565217	50	0	1996.0	2015.0
ESR1	2099	Ovarian Carcinoma	C0029925	disease		Neoplastic Process	2202	316	0.4	no reported evidence	0.926470588235294	68	1	1990.0	2018.0
ESR1	2099	Uterine Fibroids	C0042133	group	Neoplasms	Neoplastic Process	348	24	0.4	no reported evidence	0.931034482758621	29	3	1995.0	2014.0
ESR1	2099	Migraine Disorders	C0149931	group	Nervous System Diseases	Disease or Syndrome	289	198	0.4	no reported evidence	0.8	15	2	2004.0	2016.0
ESR1	2099	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.4	no reported evidence	0.923076923076923	15	0	1999.0	2017.0
ESR1	2099	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.4	no reported evidence	0.970588235294118	70	6	1996.0	2017.0
ESR1	2099	Malignant neoplasm of ovary	C1140680	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	2025	244	0.4	no reported evidence	0.929824561403509	57	1	1994.0	2018.0
ESR1	2099	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.4	no reported evidence	1.0	40	0	1995.0	2018.0
IDE	3416	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.4	no reported evidence	0.9508197	62	1	2001.0	2016.0
IDE	3416	Diabetes Mellitus, Non-Insulin-Dependent	C0011860	disease	Endocrine System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1671	1522	0.4	no reported evidence	1.0	35	5	2000.0	2016.0
MAOB	4129	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.4	no reported evidence	0.9333333	15	0	1996.0	2015.0
WNT3	7473	Hydrocephalus	C0020255	disease	Nervous System Diseases	Disease or Syndrome	252	7	0.4	moderate		1	0	2004.0	2004.0
DBH	1621	Alcoholic Intoxication, Chronic	C0001973	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	423	323	0.39	no reported evidence	1.0	10	1	1983.0	2015.0
ESR1	2099	Prostatic Neoplasms	C0033578	group	Male Urogenital Diseases; Neoplasms	Neoplastic Process	1553	25	0.39	no reported evidence	1.0	11	0	2001.0	2009.0
IDE	3416	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.39	no reported evidence	0.8888889	10	3	2002.0	2012.0
MAOB	4129	Alcoholic Intoxication, Chronic	C0001973	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	423	323	0.39	no reported evidence	1.0	10	0	1994.0	2015.0
ESR1	2099	Atherosclerosis	C0004153	disease	Cardiovascular Diseases	Disease or Syndrome	1133	131	0.38	no reported evidence	0.875	8	0	2002.0	2016.0
ESR1	2099	Liver neoplasms	C0023903	group	Digestive System Diseases; Neoplasms	Neoplastic Process	1320	7	0.38	no reported evidence	1.0	9	0	1996.0	2016.0
ESR1	2099	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.38	no reported evidence	1.0	8	4	2002.0	2013.0
MAOB	4129	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.38	no reported evidence	1.0	10	0	1995.0	2018.0
DBH	1621	Cocaine Dependence	C0600427	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	156	28	0.37	no reported evidence	1.0	8	1	2009.0	2014.0
ESR1	2099	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.37	no reported evidence	0.857142857142857	8	3	2000.0	2014.0
ESR1	2099	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.37	no reported evidence	0.8	9	2	2011.0	2018.0
ESR1	2099	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.37	no reported evidence	0.8	9	2	2011.0	2018.0
ESR1	2099	Male infertility	C0021364	disease	Male Urogenital Diseases	Disease or Syndrome	262	72	0.37	no reported evidence	0.857142857142857	9	0	2006.0	2015.0
CST3	1471	Cardiovascular Diseases	C0007222	group	Cardiovascular Diseases	Disease or Syndrome	786	197	0.36	no reported evidence	1.0	7	1	2005.0	2016.0
CST3	1471	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.36	no reported evidence	0.833333333333333	8	0	2000.0	2009.0
DBH	1621	Neuroblastoma	C0027819	group	Neoplasms	Neoplastic Process	1698	288	0.36	no reported evidence	0.833333333333333	7	0	1989.0	2015.0
ESR1	2099	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.36	no reported evidence	1.0	7	0	2002.0	2016.0
ESR1	2099	ovarian neoplasm	C0919267	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	937	83	0.36	no reported evidence	1.0	6	0	1998.0	2014.0
CST3	1471	Kidney Diseases	C0022658	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	638	93	0.35	no reported evidence	1.0	7	0	2007.0	2014.0
DBH	1621	Paranoia	C1456784	disease	Mental Disorders	Mental or Behavioral Dysfunction	32	8	0.35	no reported evidence	1.0	5	0	2000.0	2015.0
ESR1	2099	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.35	no reported evidence	1.0	5	0	2000.0	2012.0
ESR1	2099	leukemia	C0023418	disease	Neoplasms	Neoplastic Process	1940	76	0.35	no reported evidence	1.0	6	0	1991.0	2016.0
DBH	1621	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.34	no reported evidence	1.0	5	0	1995.0	2013.0
DBH	1621	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.34	no reported evidence	1.0	7	0	1994.0	2014.0
DBH	1621	Mood Disorders	C0525045	group	Mental Disorders	Mental or Behavioral Dysfunction	335	91	0.34	no reported evidence	1.0	5	0	1982.0	2009.0
ESR1	2099	Astrocytoma	C0004114	disease	Neoplasms	Neoplastic Process	740	44	0.34	no reported evidence	1.0	5	0	2001.0	2015.0
ESR1	2099	Breast adenocarcinoma	C0858252	disease		Neoplastic Process	167	7	0.34	no reported evidence	0.75	4	0	2003.0	2015.0
DBH	1621	Pheochromocytoma	C0031511	disease	Neoplasms	Neoplastic Process	279	125	0.33	no reported evidence	1.0	4	0	1988.0	2016.0
DBH	1621	Unipolar Depression	C0041696	disease	Mental Disorders	Mental or Behavioral Dysfunction	516	378	0.33	no reported evidence	1.0	3	0	2002.0	2015.0
DBH	1621	Major Depressive Disorder	C1269683	disease	Mental Disorders	Mental or Behavioral Dysfunction	512	210	0.33	no reported evidence	1.0	3	0	2002.0	2015.0
ESR1	2099	Malignant Neoplasms	C0006826	group	Neoplasms	Neoplastic Process	1437	87	0.33	no reported evidence	1.0	3	1	2017.0	2018.0
ESR1	2099	Mood Disorders	C0525045	group	Mental Disorders	Mental or Behavioral Dysfunction	335	91	0.33	no reported evidence	1.0	4	0	2008.0	2014.0
IDE	3416	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.33	no reported evidence	0.6666667	4	0	2007.0	2016.0
ANXA5	308	Leukemia, Myelocytic, Acute	C0023467	disease	Neoplasms	Neoplastic Process	1702	215	0.32	no reported evidence	1.0	3	0	2000.0	2014.0
CST3	1471	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.32	no reported evidence	1.0	4	0	1996.0	2010.0
CST3	1471	Meningioma	C0025286	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	437	21	0.32	no reported evidence	1.0	2	0	2005.0	2010.0
ESR1	2099	Malignant neoplasm of urinary bladder	C0005684	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1143	157	0.32	no reported evidence	1.0	3	0	2006.0	2015.0
ESR1	2099	Bladder Neoplasm	C0005695	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1216	142	0.32	no reported evidence	1.0	3	0	2006.0	2015.0
ESR1	2099	Malignant neoplasm of liver	C0345904	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	804	37	0.32	no reported evidence	1.0	3	0	2003.0	2017.0
ESR1	2099	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.32	no reported evidence	1.0	3	2	2007.0	2016.0
MAOB	4129	Unipolar Depression	C0041696	disease	Mental Disorders	Mental or Behavioral Dysfunction	516	378	0.32	no reported evidence	1.0	2	0	2007.0	2010.0
MAOB	4129	Mood Disorders	C0525045	group	Mental Disorders	Mental or Behavioral Dysfunction	335	91	0.32	no reported evidence	0.6666667	3	0	1997.0	2000.0
MAOB	4129	Major Depressive Disorder	C1269683	disease	Mental Disorders	Mental or Behavioral Dysfunction	512	210	0.32	no reported evidence	1.0	2	0	2007.0	2010.0
WNT3	7473	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse	C0334634	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	348	13	0.32	no reported evidence	1.0	2	0	2009.0	2014.0
ANXA5	308	Squamous cell carcinoma	C0007137	disease	Neoplasms	Neoplastic Process	1875	224	0.31	no reported evidence	1.0	2	0	2005.0	2007.0
ANXA5	308	Malignant neoplasm of stomach	C0024623	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2397	341	0.31	no reported evidence	1.0	2	0	2006.0	2015.0
CST3	1471	Leukemia, Myelocytic, Acute	C0023467	disease	Neoplasms	Neoplastic Process	1702	215	0.31	no reported evidence	1.0	2	0	2005.0	2007.0
CST3	1471	Oral Submucous Fibrosis	C0029172	disease	Stomatognathic Diseases	Disease or Syndrome	43	0	0.31	no reported evidence	1.0	2	0	2002.0	2007.0
CST3	1471	Familial Cerebral Amyloid Angiopathy	C0268393	disease	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	3	0	0.31	no reported evidence	1.0	2	0	2008.0	2013.0
ESR1	2099	Bone Diseases	C0005940	group	Musculoskeletal Diseases	Disease or Syndrome	164	3	0.31	no reported evidence	1.0	2	0	2007.0	2017.0
ESR1	2099	Carcinoma	C0007097	group	Neoplasms	Neoplastic Process	215	16	0.31	no reported evidence	1.0	3	0	2005.0	2018.0
ESR1	2099	Hypercholesterolemia, Familial	C0020445	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	Disease or Syndrome	153	1189	0.31	limited	1.0	1	0	2002.0	2002.0
ESR1	2099	Marijuana Abuse	C0024809	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	61	16	0.31	no reported evidence	1.0	1	0	2006.0	2006.0
ESR1	2099	Shared Paranoid Disorder	C0036939	disease	Mental Disorders	Mental or Behavioral Dysfunction	20	6	0.31	no reported evidence	1.0	1	1	2010.0	2010.0
ESR1	2099	Adenocarcinoma, Tubular	C0205645	disease	Neoplasms	Neoplastic Process	124	1	0.31	no reported evidence	1.0	3	0	2005.0	2015.0
ESR1	2099	Anaplastic astrocytoma	C0334579	disease	Neoplasms	Neoplastic Process	165	6	0.31	no reported evidence	1.0	2	0	2001.0	2015.0
IDE	3416	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.31	no reported evidence	1.0	1	0	2009.0	2009.0
IDE	3416	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.31	no reported evidence	1.0	2	0	2007.0	2010.0
MAOB	4129	Bipolar Disorder	C0005586	disease	Mental Disorders	Mental or Behavioral Dysfunction	836	665	0.31	no reported evidence	0.6666667	3	0	1995.0	2000.0
MAOB	4129	Mental Depression	C0011570	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	574	137	0.31	no reported evidence	1.0	3	0	2009.0	2013.0
MAOB	4129	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.31	no reported evidence	1.0	3	0	2009.0	2013.0
MAOB	4129	Hepatic Encephalopathy	C0019151	disease	Digestive System Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	35	3	0.31	no reported evidence	1.0	2	0	1997.0	1999.0
MAOB	4129	Intellectual Disability	C3714756	group	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	2502	53	0.31	limited	1.0	4	0	1996.0	2017.0
NSF	4905	Cocaine Dependence	C0600427	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	156	28	0.31	no reported evidence	1.0	1	0	2012.0	2012.0
ANXA5	308	Liver Cirrhosis, Experimental	C0023893	disease	Digestive System Diseases	Experimental Model of Disease	800	0	0.3	no reported evidence		1	0	2015.0	2015.0
ANXA5	308	Mouth Neoplasms	C0026640	group	Neoplasms; Stomatognathic Diseases	Neoplastic Process	131	0	0.3	no reported evidence		1	0	2005.0	2005.0
ANXA5	308	Acute Myeloid Leukemia, M1	C0026998	disease	Neoplasms	Neoplastic Process	115	0	0.3	no reported evidence		1	0	2007.0	2007.0
ANXA5	308	Pre-Eclampsia	C0032914	phenotype	Female Urogenital Diseases and Pregnancy Complications	Pathologic Function	151	2	0.3	no reported evidence		1	0	2010.0	2010.0
ANXA5	308	Stomach Neoplasms	C0038356	group	Digestive System Diseases; Neoplasms	Neoplastic Process	834	23	0.3	no reported evidence		1	0	2006.0	2006.0
ANXA5	308	Weight Gain	C0043094	phenotype	Pathological Conditions, Signs and Symptoms	Finding	109	1	0.3	no reported evidence		1	0	2008.0	2008.0
ANXA5	308	Adenocarcinoma of lung (disorder)	C0152013	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1187	428	0.3	no reported evidence		1	0	2011.0	2011.0
ANXA5	308	Malignant neoplasm of mouth	C0153381	disease	Neoplasms; Stomatognathic Diseases	Neoplastic Process	491	100	0.3	no reported evidence		1	0	2005.0	2005.0
ANXA5	308	Hepatic Form of Wilson Disease	C1527352	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	24	0	0.3	no reported evidence		1	0	2012.0	2012.0
ANXA5	308	Hereditary Diffuse Gastric Cancer	C1708349	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	299	48	0.3	no reported evidence		1	0	2006.0	2006.0
ANXA5	308	Acute Myeloid Leukemia (AML-M2)	C1879321	disease	Neoplasms	Neoplastic Process	120	5	0.3	no reported evidence		1	0	2007.0	2007.0
ANXA5	308	PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 3	C3280674	phenotype		Finding	1	0	0.3	no reported evidence		0	0		
CST3	1471	Drug toxicity	C0013221	group	Substance-Related Disorders	Injury or Poisoning	82	0	0.3	no reported evidence		1	0	2017.0	2017.0
CST3	1471	Kidney Failure, Acute	C0022660	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	309	8	0.3	no reported evidence		2	0	2012.0	2017.0
CST3	1471	Acute Myeloid Leukemia, M1	C0026998	disease	Neoplasms	Neoplastic Process	115	0	0.3	no reported evidence		1	0	2007.0	2007.0
CST3	1471	Poisoning	C0032343	group	Substance-Related Disorders	Injury or Poisoning	16	0	0.3	no reported evidence		1	0	2012.0	2012.0
CST3	1471	Adverse reaction to drug	C0041755	group	Substance-Related Disorders	Pathologic Function	82	0	0.3	no reported evidence		1	0	2017.0	2017.0
CST3	1471	Meningiomas, Multiple	C0205834	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	20	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Malignant Meningioma	C0259785	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	40	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.3	no reported evidence		2	0	2007.0	2007.0
CST3	1471	Benign Meningioma	C0281784	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	27	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Meningothelial meningioma	C0334605	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	13	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Fibrous Meningioma	C0334606	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	15	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Psammomatous Meningioma	C0334607	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	14	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Angiomatous Meningioma	C0334608	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	12	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Hemangioblastic Meningioma	C0334609	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	12	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Hemangiopericytic Meningioma	C0334610	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	12	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Transitional Meningioma	C0334611	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	13	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Spinal Meningioma	C0347515	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	15	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Intracranial Meningioma	C0349604	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	21	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Clear Cell Meningioma	C0431121	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	14	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Xanthomatous Meningioma	C0457190	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	12	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Acute Confusional Senile Dementia	C0546126	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	84	2	0.3	no reported evidence		2	0	2007.0	2007.0
CST3	1471	Alzheimer's Disease, Focal Onset	C0750900	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	84	2	0.3	no reported evidence		2	0	2007.0	2007.0
CST3	1471	Alzheimer Disease, Early Onset	C0750901	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	115	55	0.3	no reported evidence		2	0	2007.0	2007.0
CST3	1471	Cerebral Convexity Meningioma	C0751303	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	12	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Parasagittal Meningioma	C0751304	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	12	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Intraorbital Meningioma	C1334261	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	12	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Intraventricular Meningioma	C1334271	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	12	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Olfactory Groove Meningioma	C1335107	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	12	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Secretory meningioma	C1384406	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	15	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Microcystic meningioma	C1384408	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	12	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Angioblastic Meningioma	C1527197	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	12	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Acute Kidney Insufficiency	C1565662	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	88	0	0.3	no reported evidence		2	0	2012.0	2017.0
CST3	1471	Posterior Fossa Meningioma	C1565950	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	12	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	Sphenoid Wing Meningioma	C1565951	disease	Neoplasms; Nervous System Diseases	Neoplastic Process	14	0	0.3	no reported evidence		1	0	2010.0	2010.0
CST3	1471	AMYOTROPHIC LATERAL SCLEROSIS 1	C1862939	disease	Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	93	85	0.3	no reported evidence		1	0	2002.0	2002.0
CST3	1471	Amyotrophic Lateral Sclerosis, Sporadic	C1862941	disease	Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	135	92	0.3	no reported evidence		1	0	2002.0	2002.0
CST3	1471	Acute Myeloid Leukemia (AML-M2)	C1879321	disease	Neoplasms	Neoplastic Process	120	5	0.3	no reported evidence		1	0	2007.0	2007.0
CST3	1471	Cerebral Amyloid Angiopathy, Genetic	C1956349	disease	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	2	0	0.3	no reported evidence		1	0	2008.0	2008.0
CST3	1471	Acute kidney injury	C2609414	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Injury or Poisoning	91	0	0.3	no reported evidence		2	0	2012.0	2017.0
